id,ARRAY_PARTITION_FACTOR,INIT_INTERVAL_HOR,INIT_INTERVAL_VER,ACCELERATOR_1_UNCERTAINTY,DATA_MOVER_CLOCK,ACCELERATOR_2_CLOCK,UNROLL_FACTOR_VER,ACCELERATOR_2_UNCERTAINTY,ACCELERATOR_1_CLOCK,UNROLL_FACTOR_HOR,state,time
1906,1,5,16,71.04460315429306,0,3,1,62.14366875329828,2,2,ERROR,inf
1907,1,5,5,23.513465021124127,1,0,1,78.26473130147225,1,1,OK,1103534.0
1908,1,9,1,100.0,1,3,1,52.0292771872638,1,1,ERROR,inf
1909,15,1,1,69.99632465424327,2,3,1,40.29479655572336,2,1,OK,140476.0
1910,1,10,6,35.33916186358023,2,1,2,31.255437886895898,3,2,TIMEOUT,inf
1911,1,4,12,100.0,2,2,1,18.428224052071872,2,2,TIMEOUT,inf
1912,2,2,2,100.0,3,0,2,62.020591919963955,2,2,ERROR,inf
1913,1,15,3,76.08865591683409,2,3,2,40.87306953982508,2,1,ERROR,inf
1914,1,3,1,96.74007552208485,1,3,1,58.84784554284877,1,2,ERROR,inf
1915,10,2,16,61.335075960101726,2,2,1,52.51840096025213,3,2,ERROR,inf
1916,5,1,2,74.62435220479297,1,2,2,25.367784789595284,1,1,OK,371094.0
1917,1,2,2,100.0,2,3,1,20.78374542374736,2,1,ERROR,inf
1918,15,6,3,40.096961183686105,0,1,1,89.35313417065412,0,2,ERROR,inf
1919,13,1,8,58.18910575118088,2,3,1,94.09034987012133,0,2,ERROR,inf
1920,3,1,1,21.528184982417507,3,2,1,51.71439413064738,2,1,ERROR,inf
1921,2,8,2,54.43434496831428,2,1,2,52.72933851351147,0,2,ERROR,inf
1922,11,1,1,27.657609983338904,0,3,2,86.10890076989597,1,1,ERROR,inf
1923,14,1,1,27.342632044358496,1,1,2,86.10890076989597,1,1,ERROR,inf
1924,15,1,1,27.657609983338904,2,1,2,97.3822274494175,1,1,ERROR,inf
1925,15,1,1,27.657609983338904,3,0,2,70.39416801422922,2,1,ERROR,inf
1926,15,1,1,32.856760470455335,1,0,2,96.72910326157749,1,1,ERROR,inf
1928,15,1,1,24.632899951337738,1,1,2,86.10890076989597,1,1,OK,99370.0
2522,15,2,1,27.657609983338904,1,1,2,86.10890076989597,2,1,ERROR,inf
1932,15,1,2,13.89678732972554,1,1,2,86.10890076989597,0,1,ERROR,inf
1933,15,1,1,25.0662453600239,3,1,2,73.76055402817587,1,1,ERROR,inf
1934,14,1,1,27.657609983338904,1,1,2,91.52942110167618,1,1,ERROR,inf
1935,15,1,1,27.657609983338904,1,1,2,84.02080212543535,0,1,ERROR,inf
1936,15,1,1,59.22299834784733,1,3,2,86.10890076989597,1,1,ERROR,inf
1937,2,6,2,54.43433145739236,2,1,2,52.72934376038694,0,2,ERROR,inf
1938,15,1,1,44.04192479661408,1,3,2,76.48098356810276,1,1,OK,99360.0
1939,15,1,1,27.657609983338904,1,1,2,98.4560667320073,1,1,OK,99452.0
1941,10,1,1,22.42473236815249,1,1,2,86.10890076989597,0,1,ERROR,inf
1942,15,1,1,45.458457128092334,1,2,2,86.10890076989597,1,1,OK,127164.0
1943,15,1,1,28.920559915281796,1,0,2,72.39159657817783,1,1,OK,99214.0
1944,14,1,1,27.657609983338904,3,2,2,86.10890076989597,0,1,ERROR,inf
1945,10,2,1,27.657609983338904,1,1,2,87.87165519407624,3,1,ERROR,inf
1946,10,1,1,32.2589110239066,1,1,2,90.2520676252355,1,1,OK,175956.0
1947,10,1,1,28.002330198927016,2,3,2,80.88336753719987,1,1,ERROR,inf
1949,15,1,1,12.999999357759018,1,2,2,96.71291796390437,1,1,OK,127202.0
1950,14,1,1,26.850374368703722,1,1,2,86.10890076989597,1,1,ERROR,inf
1952,15,1,1,27.657609983338904,1,1,2,73.3693432794609,3,1,ERROR,inf
1984,14,1,1,27.657609983338904,1,2,2,86.10890076989597,2,1,ERROR,inf
1955,15,1,1,35.31455099250956,1,1,2,97.34918765764048,1,1,OK,99278.0
1956,8,1,1,27.657609983338904,1,1,2,81.43311820003956,2,1,ERROR,inf
1957,15,1,1,33.71000899221443,1,0,2,86.10890076989597,1,1,OK,99224.0
1959,15,1,1,27.657609983338904,1,1,2,71.93725791126329,1,1,OK,99406.0
1960,15,1,1,27.657609983338904,0,2,2,88.56258554279182,1,1,ERROR,inf
1961,12,1,1,18.50374569810867,1,1,2,86.10890076989597,0,1,ERROR,inf
1962,15,1,1,32.02680776414283,1,1,2,86.10890076989597,1,1,OK,99260.0
1963,15,1,1,44.796780571659326,1,1,2,86.10890076989597,1,1,OK,99240.0
1965,13,1,1,22.599849297196982,3,1,2,80.01563272535961,2,1,ERROR,inf
1966,15,1,1,27.657609983338904,1,1,2,86.16658393825385,1,1,OK,99244.0
1967,15,1,1,27.657609983338904,1,1,2,96.98353047641028,3,1,ERROR,inf
1968,9,1,1,27.657609983338904,1,1,2,84.76766335341411,1,1,OK,176024.0
1969,2,3,2,54.43430105781806,2,1,2,52.729355565856736,0,2,ERROR,inf
1970,15,1,1,27.353113507977827,1,1,2,86.10890076989597,1,1,OK,99268.0
1971,14,1,1,19.147629956189093,1,1,2,86.10890076989597,2,1,ERROR,inf
1972,15,1,1,27.657609983338904,1,1,2,75.07979790008811,1,1,OK,99374.0
1973,15,1,1,31.161953581653073,1,0,2,86.10890076989597,1,1,OK,99206.0
1974,11,1,1,27.657609983338904,3,2,2,86.10890076989597,2,1,ERROR,inf
1975,15,1,1,34.67355281977422,3,1,2,86.10890076989597,3,1,ERROR,inf
1976,15,1,1,42.785576777446245,1,2,2,86.10890076989597,1,1,OK,127186.0
1977,15,1,1,20.391489074327346,3,1,2,78.19673001536127,1,1,ERROR,inf
1978,15,1,1,27.657609983338904,1,1,2,68.16718768355557,1,1,OK,99268.0
1979,15,2,1,10.156497180727248,1,1,2,86.10890076989597,1,1,OK,184732.0
1980,6,1,1,26.082652284888177,1,1,2,86.10890076989597,1,1,OK,261358.0
1981,15,1,1,30.361009114787628,1,1,2,85.58735559378266,3,1,ERROR,inf
1982,15,1,1,32.075461483678446,1,1,2,87.46866138624615,0,1,ERROR,inf
1985,2,4,2,54.4343111910095,2,1,2,52.72935163070014,0,2,ERROR,inf
1986,15,1,1,27.657609983338904,1,1,2,95.46230502519295,1,1,OK,99296.0
1987,15,1,1,27.657609983338904,0,1,2,86.59962141214413,1,1,ERROR,inf
1988,14,1,1,16.28399959213554,1,1,2,86.10890076989597,1,1,ERROR,inf
1989,15,1,1,27.657609983338904,1,1,2,96.85322376831661,1,1,OK,99306.0
1990,13,1,1,45.3453060970843,1,1,2,86.10890076989597,1,1,OK,175884.0
1991,15,1,1,49.16882118199036,1,2,2,86.10890076989597,1,1,OK,127244.0
1992,15,1,1,38.68853647886492,3,0,2,86.10890076989597,0,1,ERROR,inf
1993,15,1,1,27.657609983338904,2,1,2,92.36380541463224,1,1,ERROR,inf
1994,15,1,1,33.73306104653435,1,0,2,95.47792277993763,1,1,OK,99274.0
1995,12,2,1,27.657609983338904,1,1,2,86.10890076989597,1,1,OK,193646.0
1996,8,1,1,31.129887569248016,1,0,2,86.10890076989597,0,1,ERROR,inf
1997,15,1,1,30.001690112617812,1,1,2,86.10890076989597,3,1,ERROR,inf
1999,15,1,1,31.66787736966151,1,1,2,86.10890076989597,1,1,OK,99334.0
2000,11,2,1,27.657609983338904,1,1,2,86.10890076989597,1,1,OK,193606.0
2001,2,8,2,54.43433399069024,2,1,2,52.72934277659782,0,2,ERROR,inf
2002,15,1,1,34.91035160159343,1,1,2,84.10255479438969,1,1,OK,99234.0
2004,13,1,1,27.657609983338904,2,1,2,86.46868468051274,1,1,ERROR,inf
2005,15,1,1,28.687207698392143,2,1,2,86.10890076989597,1,1,ERROR,inf
2006,15,1,1,27.657609983338904,1,0,2,66.50726592226471,1,1,OK,99316.0
2581,6,1,1,27.657609983338904,1,1,2,86.10890076989597,3,1,ERROR,inf
2009,15,1,1,21.77872273144887,2,3,2,96.97302425270135,1,1,ERROR,inf
2010,15,1,1,27.657609983338904,1,1,2,94.39924899249965,2,1,ERROR,inf
2012,15,1,1,27.657609983338904,1,1,2,94.81896655981568,2,1,ERROR,inf
2013,13,1,1,27.657609983338904,1,1,2,98.6266367992896,1,1,OK,176024.0
2015,15,1,1,27.657609983338904,1,1,2,69.20119116764857,1,1,OK,99330.0
2016,13,1,1,30.620495580281116,1,1,2,86.10890076989597,3,1,ERROR,inf
2017,15,1,1,31.709197616703268,1,1,2,86.10890076989597,3,1,ERROR,inf
3282,15,1,1,27.657609983338904,3,1,2,86.10890076989597,2,1,ERROR,inf
2022,12,1,1,20.61330889903965,0,1,2,86.16832178058723,1,1,ERROR,inf
2023,15,1,1,27.657609983338904,1,1,2,86.93919535849363,3,1,ERROR,inf
2024,15,1,1,27.657609983338904,1,2,2,99.62666947967291,3,1,ERROR,inf
4100,10,1,1,27.657609983338904,1,1,2,86.10890076989597,1,1,OK,175888.0
2026,15,1,1,14.395578439091908,1,3,2,86.10890076989597,3,1,ERROR,inf
2027,15,2,1,33.74370447862186,2,0,2,93.86147177408071,1,1,ERROR,inf
2028,15,1,1,27.657609983338904,1,1,2,91.09101467158254,1,1,OK,99304.0
2029,15,1,1,20.71505904436548,2,2,2,86.10890076989597,1,1,ERROR,inf
2030,15,1,1,40.88191080734914,1,3,2,95.84527260431267,1,1,ERROR,inf
2032,15,1,1,27.657609983338904,1,1,2,98.37245428578278,1,1,OK,99320.0
2033,2,6,2,54.43432639079666,2,1,2,52.72934572796526,0,2,ERROR,inf
2034,15,1,1,27.657609983338904,1,1,2,93.97010117872314,1,1,OK,99246.0
4429,15,1,1,27.657609983338904,3,2,2,86.10890076989597,1,1,ERROR,inf
2037,13,1,1,4.574455552973261,1,1,2,86.10890076989597,1,1,OK,176116.0
2038,15,1,1,40.85623456259149,1,2,2,65.59143981859346,3,1,ERROR,inf
2039,9,1,1,16.28541561331188,1,1,2,85.85582120868465,1,1,OK,175954.0
2040,15,1,1,27.657609983338904,1,0,2,83.67184914910858,0,1,ERROR,inf
2041,15,1,1,32.560870555560086,1,1,2,86.10890076989597,1,1,OK,99242.0
4182,15,1,1,27.657609983338904,0,2,2,86.10890076989597,1,1,ERROR,inf
2043,13,1,1,27.657609983338904,1,3,2,86.10890076989597,2,1,ERROR,inf
2045,15,1,1,24.91110343534524,1,1,2,88.7839227005849,1,1,OK,99222.0
2046,15,1,1,27.657609983338904,1,1,2,89.97920268360312,1,1,OK,99314.0
2047,11,1,1,20.347049531272148,1,1,2,74.53739469751419,1,1,OK,176118.0
2048,15,1,1,26.633159685396123,1,1,2,86.10890076989597,1,1,OK,99314.0
2049,2,3,2,54.43430929103607,2,1,2,52.72935236854197,0,2,ERROR,inf
2050,15,1,1,27.657609983338904,2,3,2,86.10890076989597,0,1,ERROR,inf
2051,15,1,1,27.657609983338904,2,1,2,79.30819235529553,1,1,ERROR,inf
2053,15,1,1,15.941666123733919,1,1,2,85.05541867346082,3,1,ERROR,inf
2054,11,2,1,27.657609983338904,1,2,2,86.10890076989597,1,1,OK,249038.0
2055,15,1,1,36.123614639102044,2,1,2,66.47819129045509,2,1,OK,140384.0
2058,15,1,1,27.657609983338904,1,1,2,95.02074424687213,1,1,OK,99260.0
2059,15,1,1,27.657609983338904,3,1,2,73.09867025399845,2,1,ERROR,inf
2060,15,1,1,27.657609983338904,1,0,2,89.05547089537367,3,1,ERROR,inf
2061,15,1,1,29.492402375260678,1,1,2,61.64365337698578,1,1,OK,99336.0
3843,15,1,1,27.657609983338904,2,1,2,86.10890076989597,0,1,ERROR,inf
2064,15,1,1,27.657609983338904,1,1,2,71.55400239403531,1,1,OK,99306.0
2065,15,1,1,28.92593135822139,1,3,2,86.10890076989597,1,1,ERROR,inf
2114,12,1,2,27.657609983338904,3,1,2,86.10890076989597,1,1,ERROR,inf
2068,15,1,1,27.657609983338904,1,2,2,81.91325468177757,1,1,OK,127174.0
2069,10,1,1,27.373440542588057,1,0,2,86.10890076989597,1,1,OK,151618.0
2070,15,1,1,38.29838160635507,2,3,2,86.10890076989597,1,1,ERROR,inf
2150,15,1,1,27.657609983338904,0,0,2,86.10890076989597,2,1,ERROR,inf
2073,15,1,1,21.807940098094384,0,2,2,86.10890076989597,0,1,ERROR,inf
2075,15,2,1,27.657609983338904,1,1,2,64.36417856704223,1,1,OK,184816.0
2076,15,2,1,29.104473165985716,1,1,2,86.10890076989597,0,1,ERROR,inf
2077,11,1,1,18.518213844277003,1,1,2,86.10890076989597,2,1,ERROR,inf
2078,15,1,1,56.17808084205515,1,1,2,87.02106729056254,1,1,ERROR,inf
2079,15,1,1,45.987892100402625,0,1,2,94.09549935679317,1,1,ERROR,inf
2080,10,1,1,27.657609983338904,1,0,2,86.10890076989597,3,1,ERROR,inf
3817,14,1,1,27.657609983338904,1,1,2,86.10890076989597,3,1,ERROR,inf
2082,15,1,1,31.279738105353378,2,0,2,86.10890076989597,1,1,ERROR,inf
4297,9,1,1,27.657609983338904,1,1,2,86.10890076989597,1,1,OK,176010.0
2084,9,2,1,29.012704700711456,1,1,2,86.10890076989597,2,1,ERROR,inf
2085,15,1,1,26.27920519319431,1,1,2,86.10890076989597,1,1,OK,99394.0
2086,15,1,1,27.657609983338904,1,1,2,78.89139648051157,1,1,OK,99288.0
2088,15,1,1,23.573880079234836,1,1,2,86.10890076989597,1,1,OK,99288.0
2090,12,1,1,28.65084243990015,1,1,2,93.46766693553366,1,1,OK,175932.0
2091,15,1,1,35.92669422424514,1,1,2,78.1614709148084,1,1,OK,99330.0
2092,10,1,1,27.657609983338904,0,1,2,88.32810323019255,1,1,ERROR,inf
2093,15,1,1,18.90292488037551,3,2,2,86.10890076989597,1,1,ERROR,inf
2094,15,1,1,27.657609983338904,0,1,2,96.62690400987009,0,1,ERROR,inf
2095,7,1,1,27.582119869442007,1,0,2,86.10890076989597,1,1,OK,224832.0
2096,13,1,1,27.657609983338904,0,1,2,86.10890076989597,2,1,ERROR,inf
3476,15,1,1,27.657609983338904,0,1,2,86.10890076989597,2,1,ERROR,inf
2099,15,1,1,33.164628815571795,1,1,2,86.10890076989597,1,1,OK,99166.0
2100,15,1,1,26.95237903487809,1,1,2,74.7566828017888,1,1,OK,99324.0
2101,15,1,1,41.57273481348379,2,1,2,86.10890076989597,1,1,ERROR,inf
2102,15,1,1,28.237818879858445,2,1,2,86.10890076989597,1,1,ERROR,inf
2103,15,1,1,27.657609983338904,0,2,2,94.52051650527495,2,1,ERROR,inf
2105,11,1,1,23.2162641558056,1,1,2,86.10890076989597,1,1,OK,176050.0
2106,15,1,1,21.34864271222108,1,2,2,93.54700375178217,1,1,OK,127294.0
2107,15,2,1,19.09468019453516,0,1,2,83.82560054255885,1,1,ERROR,inf
2108,15,1,1,27.657609983338904,1,2,2,96.65314436792008,1,1,OK,127114.0
2109,15,1,1,39.92973235955811,1,1,2,86.10890076989597,3,1,ERROR,inf
2110,15,2,1,27.657609983338904,1,0,2,83.70989652042908,1,1,OK,184632.0
2111,15,1,1,27.823872110954266,1,1,2,86.10890076989597,1,1,OK,99292.0
2112,15,1,1,27.657609983338904,1,1,2,91.71417921949464,1,1,OK,99296.0
2113,2,4,2,54.43431499095628,2,1,2,52.729350155016405,0,2,ERROR,inf
2115,15,1,1,7.233509102675701,1,1,2,86.10890076989597,1,1,OK,99274.0
2116,15,1,1,16.096004759270826,1,1,2,86.10890076989597,1,1,ERROR,inf
2117,15,1,1,27.657609983338904,1,1,2,73.92168447388502,2,1,ERROR,inf
2118,15,1,1,32.424142481484374,1,2,2,86.10890076989597,1,1,OK,127212.0
2119,9,1,1,28.39572074129888,3,3,2,94.74995873196815,1,1,ERROR,inf
2120,12,1,1,27.657609983338904,1,2,2,86.10890076989597,1,1,ERROR,inf
2121,11,1,1,30.23911822062189,1,0,2,94.55624174879209,1,1,OK,151790.0
2122,15,1,1,27.657609983338904,1,1,2,84.628493841578,1,1,OK,99294.0
2123,14,1,1,24.490603038677445,1,1,2,86.10890076989597,1,1,ERROR,inf
4168,10,1,1,27.657609983338904,1,2,2,86.10890076989597,1,1,OK,249124.0
2125,15,1,1,27.657609983338904,1,1,2,85.72641754412462,1,1,ERROR,inf
3643,14,1,2,27.657609983338904,1,1,2,86.10890076989597,1,1,ERROR,inf
2128,15,1,1,17.407462864196066,1,1,2,86.10890076989597,1,1,OK,99200.0
2129,2,8,2,54.434327815776705,2,1,2,52.72934517458388,0,2,ERROR,inf
2338,15,1,1,27.657609983338904,3,0,2,86.10890076989597,2,1,ERROR,inf
2131,15,2,1,33.32513801442064,1,1,2,82.02168487732347,1,1,OK,184658.0
2133,15,1,1,36.9588513352073,1,1,2,99.1664052501826,1,1,OK,99278.0
2134,14,1,1,23.637746606447934,1,2,2,86.10890076989597,1,1,OK,249318.0
2135,15,1,1,27.657609983338904,1,1,2,90.29207212066584,1,1,OK,99136.0
2136,15,2,1,49.45680617492727,1,1,2,97.20150810128767,1,1,OK,184702.0
2139,15,1,1,27.657609983338904,3,1,2,82.70063849117139,1,1,ERROR,inf
2140,15,1,1,19.309209250926546,1,1,2,75.52176503028267,1,1,OK,99292.0
2141,15,2,1,16.642053539547526,1,2,2,79.46400994705652,1,1,OK,188502.0
2142,12,1,1,20.849980347712524,2,1,2,86.10890076989597,1,1,ERROR,inf
2143,15,1,1,27.657609983338904,1,1,2,94.91837696262422,1,1,OK,99246.0
2144,9,1,1,56.46086973119103,3,1,2,89.9867953704292,1,1,ERROR,inf
2145,2,6,2,54.43432354083657,2,1,2,52.729346834728055,0,2,ERROR,inf
2146,15,1,1,8.910262381051941,1,2,2,86.10890076989597,1,1,OK,127070.0
2147,15,1,1,25.585110530062643,1,1,2,86.10890076989597,1,1,OK,99350.0
2149,10,1,1,27.657609983338904,2,0,2,86.10890076989597,1,1,ERROR,inf
2152,15,1,1,27.657609983338904,1,1,2,84.06480295280575,1,1,OK,99316.0
2153,9,1,1,27.657609983338904,1,1,2,99.47464107407805,2,1,ERROR,inf
2155,15,1,1,23.178334051639244,1,1,2,86.10890076989597,1,1,OK,99348.0
2156,14,1,1,27.657609983338904,0,0,2,86.10890076989597,0,1,ERROR,inf
2157,7,1,1,27.657609983338904,0,1,2,94.67267020842426,1,1,ERROR,inf
2158,15,1,1,25.045569810105423,2,1,2,60.085654377691775,1,2,ERROR,inf
2159,15,1,1,27.657609983338904,1,1,2,80.11436188643037,3,1,ERROR,inf
2160,14,1,1,26.83244483726279,1,1,2,86.10890076989597,1,1,ERROR,inf
2161,2,3,2,54.43431392222124,2,1,2,52.72935057005243,0,2,ERROR,inf
2162,11,1,1,31.021309410287785,1,3,2,86.10890076989597,1,1,OK,127058.0
2163,15,1,1,27.657609983338904,1,1,2,85.4357284914266,1,1,OK,99310.0
2164,15,1,1,27.657609983338904,1,2,2,91.9020503704032,1,1,OK,127202.0
2165,9,1,1,27.657609983338904,1,1,2,98.81539148180977,1,1,OK,176126.0
2166,12,1,1,27.657609983338904,1,1,2,86.10890076989597,0,1,ERROR,inf
2167,15,1,2,30.211308410200537,0,0,2,86.10890076989597,1,1,ERROR,inf
2169,15,1,1,41.529528822692264,1,1,2,86.10890076989597,0,1,ERROR,inf
2170,15,1,1,27.657609983338904,0,3,2,97.36183287829336,1,1,ERROR,inf
2171,15,1,1,27.657609983338904,2,1,2,99.54340791816017,1,1,ERROR,inf
2172,15,1,1,27.657609983338904,1,1,2,81.02635435115313,3,1,ERROR,inf
2174,7,1,1,27.657609983338904,1,2,2,88.64563695988065,1,1,OK,371218.0
2175,15,1,1,18.450137977338553,1,1,2,86.10890076989597,1,1,OK,99418.0
2176,15,1,1,25.941235938114314,1,1,2,86.10890076989597,0,1,ERROR,inf
2177,2,4,2,54.43431712842634,2,1,2,52.72934932494431,0,2,ERROR,inf
2178,15,1,1,21.801208295050685,1,3,2,86.10890076989597,1,1,ERROR,inf
2182,15,1,1,38.4709118754785,1,1,2,88.70256915140361,1,1,OK,99204.0
2183,15,1,1,36.089852838387046,1,1,2,86.10890076989597,3,1,ERROR,inf
2184,13,1,1,15.945993788659695,1,0,2,86.10890076989597,1,1,OK,151492.0
2185,15,1,1,44.721732949677865,3,1,2,66.90754380065205,1,1,ERROR,inf
2187,15,1,1,10.97329553662415,1,1,2,86.10890076989597,2,1,ERROR,inf
2188,15,1,1,12.85542079488082,1,3,2,86.10890076989597,2,1,ERROR,inf
2189,15,1,1,34.157084377350024,1,1,2,95.02354424427841,1,1,OK,99206.0
2192,15,1,1,18.531834252645908,1,1,2,84.00245518580947,3,1,ERROR,inf
2193,2,8,2,54.43432434238784,2,1,2,52.72934652345103,0,2,ERROR,inf
2195,11,1,1,30.811646595020605,2,1,2,86.10890076989597,1,1,ERROR,inf
2199,15,2,1,27.657609983338904,1,1,2,80.97595001025921,1,1,OK,184736.0
2200,15,1,1,32.0109155125098,2,1,2,83.85717408711187,1,1,ERROR,inf
2201,15,1,1,27.657609983338904,1,1,2,88.64258965169594,1,1,OK,99286.0
2202,14,1,1,40.03365933420642,2,1,2,86.10890076989597,1,1,ERROR,inf
2203,15,1,1,29.82416472613555,3,1,2,86.10890076989597,1,1,ERROR,inf
2204,15,1,1,27.657609983338904,3,1,2,93.37930605098046,1,1,ERROR,inf
2206,15,1,1,11.841288150358032,1,0,2,86.10890076989597,1,1,OK,99268.0
2207,15,1,1,28.1146859384248,1,1,2,96.15205689013794,0,1,ERROR,inf
2208,15,1,1,53.10776461164157,1,1,2,80.19599677321408,1,1,OK,99274.0
2209,2,6,2,54.43432193773401,2,1,2,52.72934745728213,0,2,ERROR,inf
2210,1,1,1,89.35223152842954,1,3,2,23.85611860043729,2,2,ERROR,inf
2211,1,1,1,100.0,0,1,1,27.79850433536575,3,2,ERROR,inf
2212,7,6,1,50.91226333208924,3,1,2,66.4130834312968,1,1,ERROR,inf
2213,4,1,1,39.95868041599033,0,2,2,67.71234558053163,3,2,ERROR,inf
2214,10,13,2,11.17514258002944,1,0,2,95.1555619892314,0,1,ERROR,inf
2215,1,16,2,64.78814781786977,0,2,2,87.53962978024495,0,1,ERROR,inf
2216,1,4,1,0.0,2,3,2,77.38319656392008,3,1,ERROR,inf
2217,8,5,2,0.0,2,0,2,50.283292280458525,2,2,TIMEOUT,inf
2218,1,1,4,0.0,2,0,1,32.50258284410295,0,2,ERROR,inf
2219,5,6,3,56.40431064682255,2,0,1,37.47554298288891,3,2,ERROR,inf
2220,2,5,5,22.421657583024512,3,2,1,63.27301106261453,1,2,ERROR,inf
2221,3,2,16,21.0733263298464,2,1,2,9.408089814269028,2,1,OK,475616.0
2222,7,1,11,35.210611757187024,3,0,1,95.70129763250111,2,2,ERROR,inf
2223,5,2,4,69.20617479708719,3,0,1,80.39705317627065,3,1,ERROR,inf
2224,15,1,2,54.83926872573463,3,1,2,62.816321826254274,2,1,ERROR,inf
2225,2,3,2,54.434316527262894,2,1,2,52.72934955840207,0,2,ERROR,inf
2226,15,1,1,45.55359599600469,1,2,2,86.10890076989597,1,1,OK,127228.0
2227,15,1,1,27.657609983338904,1,2,2,83.00310533564338,1,1,OK,127128.0
2228,15,1,1,27.657609983338904,1,1,2,88.27574139457126,1,1,OK,99204.0
2239,14,1,1,27.657609983338904,1,2,2,86.10890076989597,1,1,OK,249082.0
2230,15,1,1,27.657609983338904,0,1,2,87.93812772957531,1,1,ERROR,inf
2231,15,1,1,29.718031400065904,1,1,2,86.10890076989597,1,1,OK,99296.0
2233,15,1,2,27.657609983338904,0,1,2,76.85209967313264,1,1,ERROR,inf
2234,7,1,1,14.4294919742539,1,1,2,91.26180190213117,3,1,ERROR,inf
2238,15,1,1,27.657609983338904,1,1,2,96.66232438591832,1,1,OK,99326.0
2240,9,1,1,27.657609983338904,0,1,2,86.10890076989597,1,1,ERROR,inf
2241,2,4,2,54.43431833075327,2,1,2,52.72934885802876,0,2,ERROR,inf
2242,1,5,16,37.700201019821854,2,3,1,59.32988160743975,2,2,ERROR,inf
2243,1,5,1,23.513465021124127,1,0,2,78.26473130147225,3,1,ERROR,inf
2244,1,9,2,100.0,1,0,1,51.918723766635765,1,1,OK,1103686.0
2245,2,1,1,69.99632465424327,2,1,2,40.29479655572336,1,1,ERROR,inf
2246,1,10,1,87.58379102480963,2,0,1,82.51467577962504,3,1,TIMEOUT,inf
2247,6,1,12,76.2406639296109,3,2,1,18.428224052071872,3,1,ERROR,inf
2248,1,1,16,77.63604927259907,3,0,2,62.020591919963955,2,2,ERROR,inf
2249,1,4,1,76.08865591683409,1,3,2,48.518279634969645,3,2,ERROR,inf
2250,4,12,13,96.74007552208485,1,0,1,42.80768814984355,2,2,ERROR,inf
2251,10,2,16,76.95000119476316,0,2,2,52.51840096025213,3,2,ERROR,inf
2252,5,1,12,74.62435220479297,1,2,2,25.367784789595284,1,1,OK,432206.0
2253,1,2,2,37.476294832613924,2,1,2,20.78374542374736,2,1,OK,1287028.0
2254,15,6,3,67.47684018024552,1,3,1,89.35313417065412,2,2,ERROR,inf
2255,13,1,1,58.18910575118088,0,2,2,94.09034987012133,0,2,ERROR,inf
2256,2,3,6,21.528184982417507,3,2,1,51.71439413064738,2,1,ERROR,inf
2257,2,8,2,54.434322388606596,2,1,2,52.72934728218881,0,2,ERROR,inf
2258,15,1,1,23.105471195792987,1,1,2,86.10890076989597,2,1,ERROR,inf
2259,15,1,2,27.657609983338904,0,0,2,86.10890076989597,1,1,ERROR,inf
2260,15,1,2,28.85157786682957,1,1,2,84.21735963425093,1,1,OK,99302.0
2746,15,1,1,27.657609983338904,1,0,2,86.10890076989597,0,1,ERROR,inf
2264,12,1,1,31.312430534862674,1,1,2,86.10890076989597,1,1,OK,176008.0
2265,15,1,1,27.657609983338904,3,0,2,86.10890076989597,3,1,ERROR,inf
2266,15,1,1,27.657609983338904,1,1,2,94.46685347856423,1,1,OK,99234.0
2267,13,1,1,27.657609983338904,1,1,2,95.36552223255062,0,1,ERROR,inf
2268,15,1,1,27.657609983338904,1,1,2,89.8580567004754,1,1,OK,99174.0
2269,15,1,1,27.657609983338904,1,1,2,94.27702375857562,1,1,OK,99366.0
4047,15,1,2,27.657609983338904,1,1,2,86.10890076989597,0,1,ERROR,inf
2271,15,1,2,41.83520989304947,0,0,2,86.46010237143949,1,1,ERROR,inf
2273,2,6,2,54.434321035988816,2,1,2,52.729347807468784,0,2,ERROR,inf
2274,15,8,1,89.35223152842954,2,0,2,19.609614579634883,2,1,OK,994662.0
2275,15,2,8,96.24638843780797,1,1,1,53.01143125989909,0,2,ERROR,inf
2276,15,6,1,78.89646438413746,0,1,2,66.4130834312968,1,2,ERROR,inf
2277,15,3,1,39.95868041599033,0,2,1,67.71234558053163,3,2,ERROR,inf
2278,10,13,1,11.17514258002944,2,1,2,95.1555619892314,2,1,OK,511474.0
2279,1,5,2,64.78814781786977,0,2,2,87.53962978024495,2,2,ERROR,inf
2280,8,1,12,0.0,2,3,1,77.38319656392008,2,1,OK,615812.0
2281,12,1,2,100.0,2,0,2,50.283292280458525,2,1,OK,152142.0
2282,1,1,5,57.39540806383354,2,0,1,32.50258284410295,3,1,ERROR,inf
2283,7,6,5,56.40431064682255,2,0,2,37.47554298288891,3,2,ERROR,inf
2284,2,5,5,87.99745825833485,1,1,1,63.55439157067755,1,2,TIMEOUT,inf
2285,3,2,10,21.0733263298464,0,0,1,31.501082837927065,2,1,ERROR,inf
2286,7,1,1,21.368445000216507,3,3,2,95.70129763250111,2,2,ERROR,inf
2287,1,2,1,69.20617479708719,3,0,1,55.2106627544225,3,1,ERROR,inf
2288,15,2,1,54.83926872573463,2,1,2,62.816321826254274,2,1,OK,262636.0
2289,2,3,2,54.434317992598814,2,1,2,52.729348989348736,0,2,ERROR,inf
2290,15,1,1,28.419006260323,1,3,2,69.4537765631698,1,1,ERROR,inf
