id,ARRAY_PARTITION_FACTOR,INIT_INTERVAL_HOR,INIT_INTERVAL_VER,ACCELERATOR_1_UNCERTAINTY,DATA_MOVER_CLOCK,ACCELERATOR_2_CLOCK,UNROLL_FACTOR_VER,ACCELERATOR_2_UNCERTAINTY,ACCELERATOR_1_CLOCK,UNROLL_FACTOR_HOR,state,time
1042,9,1,1,27.043881073600296,2,1,2,77.24702588238095,1,1,ERROR,inf
1043,9,1,3,13.404007199173062,1,3,2,77.24702588238095,1,1,OK,127168.0
1044,9,1,1,50.208631722574914,1,3,2,77.24702588238095,1,1,OK,127120.0
1046,5,1,2,27.043881073600296,1,1,2,30.047566610983832,1,1,OK,261372.0
1047,9,1,1,27.043881073600296,0,3,2,77.24702588238095,1,2,ERROR,inf
1049,9,1,1,27.043881073600296,1,3,2,77.24702588238095,2,2,ERROR,inf
1050,9,1,2,27.043881073600296,3,3,2,1.8930615049182142,1,1,ERROR,inf
1051,3,1,1,27.043881073600296,1,3,2,46.27798276056352,1,1,ERROR,inf
1053,6,1,1,27.043881073600296,1,3,2,77.24702588238095,1,1,OK,188014.0
1054,9,1,1,27.043881073600296,1,2,2,13.331183262831292,1,1,ERROR,inf
1056,9,1,1,27.043881073600296,1,3,2,55.50222861194792,1,1,OK,127200.0
1057,2,6,2,54.44081205431086,2,1,2,52.72682706424907,0,2,ERROR,inf
1058,9,1,1,48.33625028186036,1,3,2,77.24702588238095,1,1,OK,127032.0
1059,9,1,1,27.043881073600296,2,2,1,77.24702588238095,1,1,ERROR,inf
1061,9,1,1,27.043881073600296,1,3,1,77.24702588238095,2,1,ERROR,inf
1062,9,1,14,27.043881073600296,1,2,2,77.24702588238095,1,1,ERROR,inf
1063,9,4,1,27.043881073600296,1,3,2,77.24702588238095,1,1,OK,359272.0
1065,9,1,5,61.37507985375974,1,3,2,77.24702588238095,2,1,ERROR,inf
1066,9,1,1,62.76977320574461,1,3,2,77.24702588238095,1,1,OK,127088.0
1067,9,1,1,12.113587502526046,2,3,2,77.24702588238095,3,1,TIMEOUT,inf
1068,9,1,1,27.043881073600296,1,3,1,3.1010259899769466,1,1,OK,127104.0
1069,9,1,1,27.043881073600296,1,3,1,93.50778035130638,1,1,OK,127120.0
1070,1,1,1,27.043881073600296,1,3,2,77.24702588238095,3,1,ERROR,inf
1071,15,1,1,3.109178461224127,1,3,2,77.24702588238095,1,1,ERROR,inf
1072,9,2,1,27.043881073600296,1,3,2,77.24702588238095,1,2,TIMEOUT,inf
1073,2,3,2,54.42377008782553,2,1,2,52.73344519708081,0,2,ERROR,inf
1074,7,2,2,56.40431064682255,3,0,2,57.43768069420825,3,1,ERROR,inf
1075,2,5,5,22.421657583024512,1,2,1,21.849554673123293,1,2,TIMEOUT,inf
1076,3,4,12,100.0,2,0,2,45.56384520873614,2,1,OK,539914.0
1077,7,1,1,34.481511201673506,3,0,1,95.70129763250111,2,2,ERROR,inf
1078,8,2,1,69.20617479708719,3,2,1,80.39705317627065,1,1,ERROR,inf
1079,1,3,5,75.36280852985293,2,1,2,52.089460353668585,2,1,OK,1287160.0
1080,13,5,13,100.0,0,0,1,0.4680843513506727,2,2,ERROR,inf
1081,2,5,5,23.513465021124127,2,0,2,68.66917402376806,1,2,ERROR,inf
1082,2,1,12,88.68003074422303,2,0,1,56.77363631264753,1,2,ERROR,inf
1083,15,1,1,36.16394977231533,3,1,2,75.20456408273539,2,1,ERROR,inf
1084,1,1,6,43.39287396078656,2,1,1,16.608690146636274,3,1,TIMEOUT,inf
1085,6,9,1,76.2406639296109,2,2,1,55.47501083179702,0,1,ERROR,inf
1086,5,1,1,77.63604927259907,3,1,2,87.07502876381177,2,2,ERROR,inf
1087,15,4,2,76.08865591683409,2,3,2,48.518279634969645,3,1,ERROR,inf
1088,4,12,13,96.74007552208485,1,0,1,58.84784554284877,0,2,ERROR,inf
1089,2,4,2,54.42945074332064,2,1,2,52.73123915280355,0,2,ERROR,inf
1090,10,2,3,76.95000119476316,1,0,1,52.51840096025213,0,2,ERROR,inf
1091,5,1,2,74.62435220479297,1,2,1,100.0,1,1,OK,371268.0
1092,1,1,2,42.90673745578475,2,3,1,49.52599123303267,0,2,ERROR,inf
1093,15,9,3,25.458126343368537,3,1,1,89.35313417065412,2,2,ERROR,inf
1094,13,1,8,58.93525068504834,0,2,2,94.09034987012133,0,2,ERROR,inf
1095,3,15,12,21.528184982417507,3,2,1,51.71439413064738,2,1,ERROR,inf
1096,1,8,13,89.35223152842954,2,3,1,19.609614579634883,2,2,ERROR,inf
1097,5,1,1,96.24638843780797,0,1,1,53.01143125989909,3,2,ERROR,inf
1098,2,16,12,50.91226333208924,0,1,2,66.4130834312968,1,2,ERROR,inf
1099,9,3,1,28.72422205599574,0,2,2,67.71234558053163,2,2,ERROR,inf
1100,1,5,1,11.17514258002944,2,0,2,43.64979019904912,3,1,TIMEOUT,inf
1101,6,16,2,29.385546822595387,0,2,2,87.53962978024495,2,1,ERROR,inf
1102,14,15,12,0.0,2,3,1,77.38319656392008,2,1,OK,679856.0
1103,2,4,12,46.80259090617608,0,0,1,16.387226047487047,3,1,ERROR,inf
1104,1,1,4,57.39540806383354,0,1,1,32.50258284410295,3,1,ERROR,inf
1105,2,8,2,54.44223221818461,2,1,2,52.72627555317977,0,2,ERROR,inf
1106,2,6,2,56.40431064682255,3,0,2,37.47554298288891,3,1,ERROR,inf
1107,2,5,16,22.421657583024512,3,2,1,0.0,1,2,ERROR,inf
1108,1,2,12,85.5873589633391,2,0,1,31.501082837927065,2,1,ERROR,inf
1109,7,1,1,21.368445000216507,3,2,1,95.70129763250111,2,2,ERROR,inf
1110,10,2,1,69.20617479708719,3,0,1,38.0780560805685,3,1,ERROR,inf
1111,5,6,2,54.83926872573463,2,1,2,52.089460353668585,2,1,OK,764704.0
1112,1,5,1,71.04460315429306,0,2,1,0.4680843513506727,2,2,ERROR,inf
1113,1,5,5,23.513465021124127,0,2,1,56.66066142859935,1,2,ERROR,inf
1114,1,9,16,100.0,1,0,1,52.0292771872638,1,1,OK,1177142.0
1115,15,5,1,69.99632465424327,2,1,1,75.20456408273539,2,1,OK,628712.0
1116,1,10,6,61.457103784164026,2,1,1,86.83363067448451,3,1,TIMEOUT,inf
1117,6,3,1,79.08819311036915,2,2,1,91.16683952399198,1,1,ERROR,inf
1118,2,1,2,98.795855998331,3,0,2,62.020591919963955,2,2,ERROR,inf
1119,1,4,2,100.0,2,3,2,48.518279634969645,3,1,ERROR,inf
1120,3,12,1,96.74007552208485,1,0,1,58.84784554284877,2,2,ERROR,inf
1121,2,6,2,54.43797172656328,2,1,2,52.7279300863877,0,2,ERROR,inf
1122,3,1,1,27.043881073600296,1,3,2,77.24702588238095,1,1,ERROR,inf
1123,2,1,1,82.56620249988319,1,1,2,77.24702588238095,1,1,OK,688486.0
1124,9,1,1,8.281384151416871,1,3,2,77.24702588238095,1,1,OK,127124.0
1126,9,1,1,27.043881073600296,1,3,2,0.6282386815227414,1,1,ERROR,inf
1127,9,1,1,27.55165104381859,1,3,2,77.24702588238095,1,1,OK,127250.0
1128,9,1,1,27.043881073600296,0,3,2,77.24702588238095,1,1,ERROR,inf
1130,9,1,1,27.043881073600296,1,3,2,10.428291657655542,1,1,OK,127120.0
1131,9,1,1,27.043881073600296,1,3,2,46.25880053786495,1,1,OK,127094.0
1132,9,1,1,27.043881073600296,1,2,2,82.01195945401814,2,1,ERROR,inf
1134,9,1,1,27.043881073600296,1,2,2,77.24702588238095,0,1,ERROR,inf
1135,9,1,3,18.819614832723552,1,1,2,77.24702588238095,1,1,OK,175848.0
1137,2,3,2,54.42838562041534,2,1,2,52.73165278610552,0,2,ERROR,inf
1138,1,2,16,91.6494429217414,2,0,1,52.51840096025213,0,2,ERROR,inf
1139,5,16,2,74.62435220479297,1,2,1,0.0,1,1,OK,641136.0
1140,8,1,2,42.90673745578475,3,3,1,62.03452641351264,3,2,ERROR,inf
1141,4,6,1,67.47684018024552,1,1,2,89.35313417065412,2,2,ERROR,inf
1142,8,1,8,58.18910575118088,0,2,1,13.661527957702525,3,2,ERROR,inf
1143,3,15,16,21.528184982417507,0,2,1,51.71439413064738,2,1,ERROR,inf
1144,1,8,1,89.35223152842954,0,3,2,41.54912376506118,3,2,ERROR,inf
1145,1,1,10,14.714708050863724,0,1,1,53.01143125989909,3,2,ERROR,inf
1146,2,6,1,50.91226333208924,0,1,2,66.4130834312968,3,2,ERROR,inf
1147,4,3,1,39.95868041599033,2,2,2,67.71234558053163,3,2,ERROR,inf
1148,10,13,5,11.17514258002944,0,3,2,0.0,2,1,ERROR,inf
1149,1,16,2,100.0,0,2,2,87.53962978024495,2,1,ERROR,inf
1150,14,15,12,39.15340243325526,2,3,1,75.48652389340548,3,2,TIMEOUT,inf
1151,7,4,12,100.0,2,0,1,68.61466436040314,2,1,OK,738054.0
1152,2,10,16,57.39540806383354,2,3,1,32.50258284410295,3,1,TIMEOUT,inf
1153,2,4,2,54.43158098913132,2,1,2,52.730411886199576,0,2,ERROR,inf
1154,7,6,2,32.82276175049888,3,0,2,37.47554298288891,3,1,ERROR,inf
1155,8,5,5,22.421657583024512,3,3,1,5.954997211627111,1,2,ERROR,inf
1156,6,2,12,6.2281365674592415,2,0,2,54.192288248998786,1,1,ERROR,inf
1157,7,1,1,21.368445000216507,3,0,1,95.70129763250111,0,1,ERROR,inf
1158,8,1,1,69.20617479708719,0,0,1,80.39705317627065,3,2,ERROR,inf
1159,15,1,2,54.83926872573463,2,1,2,62.816321826254274,2,1,OK,140480.0
1160,1,5,16,82.99175884484458,1,3,1,0.4680843513506727,2,2,ERROR,inf
1161,1,5,5,100.0,2,0,2,68.66917402376806,1,2,ERROR,inf
1162,13,9,16,100.0,1,0,1,65.24636293793215,2,1,ERROR,inf
1163,15,2,1,69.99632465424327,0,2,2,75.20456408273539,2,1,ERROR,inf
1164,1,10,6,61.457103784164026,2,1,2,82.51467577962504,3,1,OK,1287194.0
1165,6,5,1,76.2406639296109,2,2,1,91.16683952399198,2,1,OK,654208.0
1166,2,1,2,36.98849770529677,3,0,2,62.020591919963955,1,2,ERROR,inf
1167,1,4,1,76.08865591683409,2,3,1,48.518279634969645,3,1,ERROR,inf
1168,4,12,13,96.74007552208485,0,0,1,0.0,1,2,ERROR,inf
1169,2,8,2,54.43877056874224,2,1,2,52.72761986141121,0,2,ERROR,inf
1170,9,1,1,35.452842545880195,1,3,2,77.24702588238095,1,1,ERROR,inf
1171,12,1,1,27.043881073600296,1,3,2,77.24702588238095,1,1,OK,127188.0
1172,9,1,1,27.043881073600296,1,2,2,87.72633745173646,1,1,OK,249238.0
1173,10,2,16,76.95000119476316,0,0,1,59.92541509749522,0,2,ERROR,inf
1174,1,1,2,74.62435220479297,1,2,1,100.0,3,1,ERROR,inf
1175,1,1,2,60.89361724190402,2,3,2,51.04183164837348,3,2,ERROR,inf
1176,15,1,3,92.14178412773147,3,1,1,89.35313417065412,2,1,ERROR,inf
1177,5,4,8,70.91797178137634,0,3,1,94.09034987012133,3,2,ERROR,inf
1178,9,1,1,15.50893940407207,1,3,2,74.26638862984723,1,1,OK,127230.0
1179,11,1,1,27.043881073600296,1,2,2,77.24702588238095,1,1,OK,249234.0
1181,14,1,1,17.232372911736586,1,3,2,77.24702588238095,1,1,OK,126980.0
1182,9,1,1,45.2243658342945,3,3,2,66.6886425356557,1,1,ERROR,inf
1183,7,1,1,12.186415249863952,1,3,2,77.24702588238095,3,1,ERROR,inf
1184,6,15,6,21.528184982417507,3,2,1,51.71439413064738,2,1,ERROR,inf
1185,2,6,2,54.43637404220527,2,1,2,52.72855053634067,0,2,ERROR,inf
1186,14,1,1,17.232372911736586,1,3,2,77.24702588238095,0,1,ERROR,inf
1187,14,1,1,17.232372911736586,1,0,2,77.24702588238095,1,1,OK,151520.0
1188,14,1,1,18.198426258303602,1,3,2,77.24702588238095,1,1,OK,127014.0
1189,14,1,1,12.575770000356664,1,3,2,69.07814651656994,1,1,OK,127208.0
1190,14,1,1,39.16892054042284,1,0,2,77.24702588238095,1,1,OK,151694.0
1191,15,1,1,12.222530866955946,1,3,2,77.24702588238095,1,1,ERROR,inf
1192,13,1,1,17.232372911736586,1,1,2,74.89358858097356,0,1,ERROR,inf
1193,15,1,1,17.232372911736586,0,3,2,75.22614207002314,1,1,ERROR,inf
1194,14,1,1,17.232372911736586,1,1,2,77.24702588238095,1,1,ERROR,inf
1195,14,1,1,9.240111458368778,1,1,2,80.04833308420662,1,1,OK,176016.0
1196,15,1,1,17.232372911736586,2,3,2,77.24702588238095,2,1,ERROR,inf
1197,14,1,1,16.18859353709525,1,1,2,77.24702588238095,0,1,ERROR,inf
1198,14,1,1,17.232372911736586,1,3,2,85.68430258971485,1,1,OK,127182.0
1199,12,1,1,9.693496035302656,1,3,2,77.24702588238095,1,1,ERROR,inf
1200,13,1,1,17.232372911736586,1,3,2,75.00488399213575,1,1,ERROR,inf
1201,2,3,2,54.43098185749711,2,1,2,52.73064455493193,0,2,ERROR,inf
1202,14,1,1,17.232372911736586,3,2,2,77.24702588238095,1,1,ERROR,inf
1203,13,1,1,14.335545640206835,1,3,2,77.24702588238095,1,1,ERROR,inf
1204,14,1,1,17.232372911736586,3,3,2,63.580724826463374,1,1,ERROR,inf
1205,14,2,1,17.232372911736586,1,3,2,77.24702588238095,1,1,ERROR,inf
1206,14,1,1,17.232372911736586,0,3,2,93.10616980618074,1,1,ERROR,inf
1207,14,1,1,17.232372911736586,1,1,2,77.24702588238095,0,1,ERROR,inf
1208,12,1,1,17.232372911736586,1,1,2,77.24702588238095,0,1,ERROR,inf
1209,13,1,1,17.232372911736586,1,3,2,77.24702588238095,1,1,ERROR,inf
1210,14,1,1,17.232372911736586,3,3,2,77.24702588238095,2,1,ERROR,inf
1211,14,1,1,26.159038467078314,1,3,2,85.26850263662804,1,1,OK,127082.0
1212,14,1,1,17.232372911736586,1,2,2,73.32240657687328,1,1,OK,249174.0
1213,7,1,1,17.232372911736586,0,3,2,77.24702588238095,1,1,ERROR,inf
1214,14,1,1,23.328535974215168,1,1,2,77.24702588238095,1,1,ERROR,inf
1215,14,1,1,28.341028617320568,1,3,2,77.24702588238095,1,1,OK,127092.0
1216,14,1,1,17.232372911736586,2,3,2,77.24702588238095,1,1,ERROR,inf
1217,2,4,2,54.43277925239982,2,1,2,52.729946548734844,0,2,ERROR,inf
1218,14,1,1,17.232372911736586,0,3,2,77.24702588238095,3,1,ERROR,inf
1219,9,1,1,12.970581771469561,1,2,2,77.24702588238095,1,1,OK,249164.0
1220,13,1,1,17.232372911736586,1,3,2,75.07423806990185,1,1,ERROR,inf
1221,13,1,1,40.97352227103463,1,3,2,73.85938300401894,2,1,ERROR,inf
1222,14,1,2,17.232372911736586,1,2,2,77.24702588238095,1,1,OK,249190.0
1223,14,1,1,32.98902902239738,2,1,2,80.09215040884636,3,1,ERROR,inf
1224,14,1,1,17.232372911736586,0,3,2,77.24702588238095,1,1,ERROR,inf
1225,14,2,1,11.513994633516777,1,0,2,75.85411745243913,1,1,OK,191100.0
1226,14,2,1,17.232372911736586,1,3,2,77.24702588238095,0,1,ERROR,inf
1244,14,1,1,17.232372911736586,1,2,2,77.24702588238095,1,1,OK,249276.0
1228,14,1,1,17.232372911736586,1,3,2,74.5487492253601,2,1,ERROR,inf
1229,13,1,1,22.174726670125217,1,1,2,77.24702588238095,1,1,OK,175838.0
1230,10,1,1,23.776945835651745,0,3,2,77.24702588238095,0,1,ERROR,inf
1231,14,1,1,17.232372911736586,0,3,2,79.50236047733777,1,1,ERROR,inf
1232,13,1,1,17.232372911736586,3,3,2,77.24702588238095,1,1,ERROR,inf
1233,2,8,2,54.43682339093095,2,1,2,52.72837603479141,0,2,ERROR,inf
1234,14,2,1,17.232372911736586,2,3,2,77.24702588238095,1,1,ERROR,inf
1235,14,1,2,17.232372911736586,3,3,2,77.24702588238095,2,1,ERROR,inf
1236,14,2,1,17.232372911736586,1,2,2,82.65407260995859,1,1,OK,249284.0
1237,11,1,1,24.396738698803393,1,3,2,77.24702588238095,3,1,ERROR,inf
1238,14,1,1,17.24150424343494,2,3,2,77.24702588238095,1,1,ERROR,inf
1239,14,1,1,14.993705200989826,1,2,2,77.24702588238095,0,1,ERROR,inf
1240,13,1,1,10.26892979115981,1,3,2,77.24702588238095,1,1,OK,127254.0
1241,15,1,1,17.232372911736586,1,3,2,64.93288134257907,1,1,ERROR,inf
1242,14,1,1,17.232372911736586,0,0,2,83.11045754157931,1,1,ERROR,inf
1243,14,1,1,17.232372911736586,1,1,2,54.62075548290961,0,1,ERROR,inf
1245,15,1,1,11.83022738028262,0,3,2,77.24702588238095,3,1,ERROR,inf
1246,14,1,1,39.97199578562176,1,3,2,68.1505394358594,3,1,ERROR,inf
1247,15,1,1,17.232372911736586,1,1,2,77.24702588238095,1,1,OK,99402.0
1248,14,1,1,17.232372911736586,1,1,2,77.24702588238095,3,1,ERROR,inf
1249,2,6,2,54.435475344753904,2,1,2,52.728899539439226,0,2,ERROR,inf
1250,15,1,1,29.41997424582207,1,3,2,74.18589989878905,1,1,ERROR,inf
1251,15,1,2,2.596648359160594,1,1,2,84.99355638374092,1,1,OK,99276.0
1252,10,1,1,17.232372911736586,1,2,2,77.24702588238095,1,1,OK,249150.0
1253,13,1,1,17.232372911736586,1,1,2,84.54568568493511,1,1,OK,175832.0
1254,15,1,1,17.232372911736586,1,3,2,77.24702588238095,1,1,ERROR,inf
1255,15,1,1,14.526219727365374,1,2,2,77.24702588238095,0,1,ERROR,inf
1256,15,1,1,25.94871013782154,1,0,2,86.10890076989597,1,1,OK,99214.0
1257,15,1,1,32.233612242707586,1,1,2,77.24702588238095,1,1,OK,99324.0
1258,15,1,1,14.171143471823818,0,1,2,77.24702588238095,3,1,ERROR,inf
1259,15,1,1,17.232372911736586,0,1,2,77.24702588238095,0,1,ERROR,inf
1260,12,1,1,17.232372911736586,1,1,2,77.24702588238095,1,1,OK,175970.0
1261,15,1,1,17.232372911736586,1,1,2,75.25814928798967,1,1,OK,99256.0
1262,11,1,1,17.310762180149748,1,1,2,77.24702588238095,1,1,OK,175944.0
1263,15,1,1,31.257218323393545,1,1,2,84.01237816704698,1,1,OK,99238.0
1264,14,1,1,17.232372911736586,1,2,2,81.10894896042664,0,1,ERROR,inf
1265,8,1,1,25.94871013782154,1,2,2,99.79750548671686,1,1,OK,249194.0
1266,15,1,1,33.517500247895256,3,0,2,86.10890076989597,1,1,ERROR,inf
1267,15,1,1,13.734741645092086,1,0,2,99.57265395024082,0,1,ERROR,inf
1268,15,1,1,19.351509923622977,3,0,2,86.10890076989597,1,1,ERROR,inf
4415,15,1,1,27.657609983338904,1,0,2,86.10890076989597,1,1,OK,99132.0
1270,15,1,1,25.94871013782154,2,1,2,86.10890076989597,1,1,ERROR,inf
1271,9,1,1,23.062088478422517,2,0,2,86.10890076989597,1,1,ERROR,inf
1272,15,1,1,25.94871013782154,1,0,2,74.61114390624053,0,1,ERROR,inf
1273,15,1,1,25.94871013782154,1,0,2,93.24439634631881,1,1,OK,99292.0
1274,14,1,1,25.94871013782154,1,0,2,86.10890076989597,1,1,OK,151560.0
1275,11,1,1,25.94871013782154,1,0,2,86.10890076989597,1,1,OK,151760.0
1276,15,1,1,12.235715120791834,1,0,2,86.10890076989597,1,1,OK,99402.0
1277,15,1,1,25.94871013782154,1,0,2,74.13581520624959,1,1,OK,99280.0
1278,15,1,1,22.298021594582107,0,1,2,86.10890076989597,1,1,ERROR,inf
1279,15,1,1,25.94871013782154,1,1,2,84.46898857679696,1,1,OK,99178.0
1280,8,1,1,25.94871013782154,3,1,2,76.94146953029029,3,1,ERROR,inf
3868,14,1,1,27.657609983338904,1,0,2,86.10890076989597,1,1,OK,151580.0
1282,15,1,1,17.93891441774068,1,0,2,86.10890076989597,2,1,ERROR,inf
1283,10,1,1,27.657609983338904,0,0,2,86.10890076989597,3,1,ERROR,inf
2733,10,1,1,27.657609983338904,1,0,2,86.10890076989597,1,1,OK,151550.0
1285,15,2,1,27.657609983338904,1,0,2,84.63748549488814,1,1,OK,184648.0
1286,15,1,1,27.657609983338904,1,0,2,84.65906096054418,2,1,ERROR,inf
1287,10,1,1,27.657609983338904,1,0,2,84.81037741536753,1,1,OK,151590.0
1288,15,1,1,18.033582490559773,0,0,2,86.56840072553746,1,1,ERROR,inf
4292,15,1,1,27.657609983338904,2,1,2,86.10890076989597,1,1,ERROR,inf
1290,9,1,1,13.612662118688924,1,0,2,86.10890076989597,2,1,ERROR,inf
1291,12,1,1,24.13804349486412,2,0,2,86.10890076989597,3,1,ERROR,inf
1292,15,1,1,33.05957824166117,1,1,2,86.10890076989597,1,1,OK,99336.0
1293,15,1,1,37.468444127352555,0,1,2,88.88797528548072,1,1,ERROR,inf
1294,15,1,1,27.657609983338904,3,0,2,91.55551059822865,1,1,ERROR,inf
3446,11,1,1,27.657609983338904,1,3,2,86.10890076989597,1,1,OK,127292.0
2693,12,1,1,27.657609983338904,1,0,2,86.10890076989597,1,1,OK,151538.0
1297,9,1,1,18.379971774428693,1,0,2,71.9393472702427,1,1,ERROR,inf
1927,15,1,1,27.657609983338904,1,0,2,86.10890076989597,2,1,ERROR,inf
1299,10,1,1,27.657609983338904,2,1,2,86.10890076989597,1,1,ERROR,inf
1300,15,1,1,2.2123805161915753,1,0,2,86.10890076989597,2,1,ERROR,inf
4426,15,1,1,27.657609983338904,1,2,2,86.10890076989597,1,1,OK,127278.0
1302,15,1,1,27.657609983338904,0,0,2,65.69789286034239,1,1,ERROR,inf
1303,15,1,1,27.657609983338904,1,0,2,90.1211975169319,1,1,OK,99284.0
1304,11,1,1,22.63064107061933,1,3,2,86.10890076989597,2,1,ERROR,inf
1305,13,1,1,15.131620886789612,3,0,2,86.10890076989597,0,1,ERROR,inf
1306,13,1,1,19.958722906114417,1,3,2,86.10890076989597,1,1,ERROR,inf
1307,15,1,1,27.657609983338904,1,0,2,83.37221607724486,1,1,OK,99312.0
1308,15,1,1,27.657609983338904,2,0,2,81.96173896329985,1,1,ERROR,inf
4256,11,1,1,27.657609983338904,1,0,2,86.10890076989597,1,1,OK,151484.0
1310,15,1,1,27.657609983338904,2,0,2,86.10890076989597,2,1,OK,140372.0
1311,15,1,1,27.657609983338904,1,0,2,94.16726710655361,1,1,OK,99302.0
4271,15,1,1,27.657609983338904,0,0,2,86.10890076989597,1,1,ERROR,inf
1313,7,1,1,27.657609983338904,1,0,2,64.23170911329083,1,1,OK,224876.0
4254,14,1,1,27.657609983338904,1,3,2,86.10890076989597,1,1,OK,127106.0
1316,15,1,1,39.58612976808307,1,1,2,86.10890076989597,1,1,OK,99398.0
1317,12,1,1,31.41908723605491,1,0,2,77.83057596829333,1,1,OK,151588.0
1318,15,1,2,27.657609983338904,1,0,2,86.10890076989597,3,1,ERROR,inf
1319,12,1,1,16.205450675500554,1,0,2,86.10890076989597,1,1,OK,151606.0
1320,15,1,1,27.657609983338904,1,0,2,93.5187905169531,1,1,OK,99246.0
1321,15,1,1,32.56833884750894,1,0,2,71.5689852443655,1,1,OK,99288.0
1322,15,1,1,27.657609983338904,1,0,2,84.82501806051108,1,1,OK,99192.0
1323,15,1,1,27.657609983338904,1,1,2,86.10890076989597,1,1,OK,99108.0
1324,10,1,1,14.14549780425106,1,0,2,86.10890076989597,0,1,ERROR,inf
1325,13,1,1,20.43436694215312,1,0,2,86.10890076989597,1,1,OK,151696.0
1326,15,1,1,28.0280329015589,1,3,2,93.3781433991753,2,1,ERROR,inf
1327,12,1,1,27.657609983338904,1,0,2,97.50715725875779,1,1,OK,151442.0
1328,15,1,1,18.71885633136748,1,0,2,86.10890076989597,1,1,OK,99316.0
1329,12,1,1,37.023078458788795,1,1,2,86.10890076989597,1,1,OK,175980.0
1330,15,2,1,27.657609983338904,1,1,2,75.15508009828677,0,1,ERROR,inf
1331,14,1,1,22.590551780897542,3,1,2,86.10890076989597,1,1,ERROR,inf
1332,11,1,1,39.25066099658071,1,1,2,86.10890076989597,1,1,OK,176050.0
1333,15,1,1,28.093379261736544,1,1,2,79.22759660495763,0,1,ERROR,inf
1334,15,1,1,41.88261364291606,1,1,2,90.24572284887849,2,1,ERROR,inf
1335,15,1,1,43.29088972403964,2,0,2,86.10890076989597,1,1,ERROR,inf
4130,15,1,1,27.657609983338904,1,1,2,86.10890076989597,3,1,ERROR,inf
1337,15,1,1,5.915037169040785,2,1,2,83.4284792345197,0,1,ERROR,inf
4345,15,1,1,27.657609983338904,1,3,2,86.10890076989597,1,1,ERROR,inf
1339,11,1,1,27.657609983338904,1,1,2,78.79707887915369,1,1,OK,176042.0
1340,15,1,1,27.657609983338904,1,1,2,90.98262524490856,1,1,OK,99368.0
1341,10,1,1,34.451570592347515,3,2,2,86.10890076989597,0,1,ERROR,inf
4080,15,1,1,27.657609983338904,1,2,2,86.10890076989597,0,1,ERROR,inf
1344,15,1,1,26.328152506934654,1,2,2,86.10890076989597,1,1,OK,127162.0
1345,15,1,1,27.657609983338904,1,1,2,93.8297133051876,2,1,ERROR,inf
4407,15,1,1,27.657609983338904,3,1,2,86.10890076989597,1,1,ERROR,inf
1347,13,1,1,27.657609983338904,2,1,2,86.10890076989597,2,1,OK,176738.0
3331,15,1,1,27.657609983338904,1,2,2,86.10890076989597,2,1,ERROR,inf
1350,14,1,1,27.657609983338904,1,1,2,86.10890076989597,1,2,TIMEOUT,inf
1351,15,1,1,27.657609983338904,1,1,2,98.85963302281806,1,1,OK,99326.0
1352,13,1,1,24.98094948781972,3,1,2,94.57306138690586,2,1,ERROR,inf
1353,15,1,1,27.657609983338904,0,1,2,80.47816581478621,3,1,ERROR,inf
1354,10,1,1,27.657609983338904,1,1,2,58.64628017178624,1,1,OK,175924.0
1355,13,1,1,27.657609983338904,0,0,2,86.10890076989597,1,1,ERROR,inf
1357,9,1,1,18.540106803727213,0,1,2,73.20962652691497,1,1,ERROR,inf
1358,15,1,1,24.147231459567863,1,1,2,86.10890076989597,2,1,ERROR,inf
4446,15,1,1,27.657609983338904,0,1,2,86.10890076989597,1,1,ERROR,inf
1361,15,1,1,24.37923123696183,0,1,2,86.10890076989597,1,1,ERROR,inf
1362,8,1,1,22.35774727459657,1,1,2,89.72821503254205,1,1,OK,175932.0
1364,15,1,1,27.797416526253,1,3,2,86.10890076989597,1,1,ERROR,inf
2197,11,1,1,27.657609983338904,3,1,2,86.10890076989597,1,1,ERROR,inf
1366,15,1,1,27.657609983338904,1,1,2,98.525460299644,1,1,OK,99492.0
1367,10,1,1,19.613515576156566,1,1,2,85.06280849532331,3,1,ERROR,inf
1368,15,1,1,22.344807454611097,1,1,2,86.10890076989597,1,1,OK,99178.0
1369,15,1,1,38.610762671858765,1,1,2,96.30365248768655,3,1,ERROR,inf
1372,15,1,1,28.857930008400402,2,2,2,86.10890076989597,2,1,OK,140544.0
3860,15,1,1,27.657609983338904,3,0,2,86.10890076989597,1,1,ERROR,inf
1374,9,1,1,27.657609983338904,1,1,2,81.30810723738185,0,1,ERROR,inf
1375,15,1,1,27.657609983338904,1,1,2,81.77865754737665,1,1,OK,99240.0
1376,15,1,1,27.657609983338904,0,1,2,58.524436378247245,1,1,ERROR,inf
1377,15,1,1,27.657609983338904,0,1,2,93.84732025830374,2,1,ERROR,inf
2398,8,1,1,27.657609983338904,1,1,2,86.10890076989597,1,1,OK,176194.0
1379,15,1,1,27.657609983338904,1,1,2,87.3787679180267,1,1,OK,99184.0
1381,15,1,1,33.551101104324445,1,1,2,86.10890076989597,3,1,ERROR,inf
1382,15,1,1,30.613412189868765,1,1,2,86.10890076989597,1,1,OK,99236.0
1383,15,2,1,27.657609983338904,1,0,2,77.36343933622452,1,1,OK,184678.0
1384,15,1,1,27.657609983338904,1,1,2,86.95018487494309,1,1,OK,99232.0
