id,PIPELINE_II_SUB,KERNEL_CLOCK,UNROLL_FACTOR_EXP1,UNROLL_FACTOR_EXP2,UNROLL_FACTOR_ECB1,UNROLL_FACTOR_ECB3,UNROLL_FACTOR_ECB2,PIPELINE_II_ADDKEY,PIPELINE_II_ECB1,PIPELINE_II_ECB2,PIPELINE_II_ECB3,PIPELINE_II_EXP1,PIPELINE_II_EXP2,PIPELINE_EXP2,PIPELINE_EXP1,UNROLL_FACTOR_ADDKEY,UNROLL_FACTOR_SUB,UNROLL_FACTOR_MIX,PIPELINE_SUB,PIPELINE_II_CPKEY,PIPELINE_II_MIX,PIPELINE_ECB2,PIPELINE_ECB3,PIPELINE_ECB1,PIPELINE_ADDKEY,DATA_MOVER_CLOCK,UNROLL_FACTOR_CPKEY,PIPELINE_MIX,PIPELINE_CPKEY,state,presynth_time,synth_time,impl_time,run_time
142,8,2,2,1,8,11,5,13,2,5,10,1,1,False,True,15,7,2,False,4,3,True,False,True,True,2,15,False,False,OK,375.07,959.05,389.97,608800.0
143,6,2,1,1,18,10,4,15,26,8,3,1,2,False,True,14,12,2,True,12,4,True,False,False,True,2,13,True,True,OK,389.21,945.68,351.82,598092.0
144,7,2,2,2,17,10,2,6,17,5,6,3,1,True,True,16,7,2,True,7,1,False,True,False,False,2,5,True,False,OK,422.04,1735.99,436.94,611954.0
145,9,2,3,2,18,9,6,11,12,6,6,2,1,True,True,16,4,4,True,6,2,True,True,True,False,2,10,True,False,OK,393.3,1774.52,437.08,610834.0
146,9,2,1,2,19,11,2,4,31,5,3,2,3,True,False,13,7,3,False,9,4,True,False,False,False,2,1,True,True,OK,393.79,883.85,358.45,599654.0
147,16,2,3,3,26,2,2,14,19,1,6,2,2,False,True,14,3,3,False,16,2,False,True,False,False,2,13,False,True,OK,429.34,1810.52,428.42,613810.0
148,1,2,2,1,22,7,1,10,23,8,5,1,3,True,False,14,7,3,True,9,1,False,False,False,False,2,2,False,False,OK,377.65,938.63,383.13,630900.0
149,6,2,3,2,17,11,4,6,14,2,7,2,2,True,False,13,9,4,True,9,2,True,False,False,True,2,8,False,True,OK,388.07,940.95,362.92,607934.0
150,13,2,3,1,21,7,1,5,1,7,4,3,2,False,True,16,12,4,True,5,3,True,True,True,True,2,2,True,False,OK,428.6,1727.22,423.21,611146.0
151,3,2,3,3,6,3,4,14,12,6,11,1,1,False,False,14,11,1,False,12,3,False,False,False,True,2,11,True,False,OK,377.47,939.52,375.77,603112.0
152,13,2,2,2,21,10,2,12,25,7,10,2,2,False,False,7,6,2,True,12,4,True,True,True,True,2,7,True,False,OK,428.94,1658.44,428.38,610978.0
153,2,2,2,2,20,8,6,8,9,5,4,2,3,True,False,15,6,2,False,6,3,False,False,True,False,2,10,False,False,OK,378.59,927.24,382.23,631806.0
154,8,2,2,3,9,9,5,14,23,3,8,2,3,True,True,12,8,3,True,8,2,False,True,False,True,2,8,True,False,OK,405.04,1672.14,436.15,612964.0
155,8,2,1,3,31,4,4,8,28,6,9,3,3,True,False,1,8,4,False,13,1,True,True,True,True,2,8,True,True,OK,393.3,1651.9,456.36,611762.0
156,3,2,3,2,27,8,5,2,18,7,6,1,2,True,False,3,3,2,True,8,4,False,True,False,False,2,4,False,True,OK,407.34,1730.28,453.43,614340.0
157,14,2,1,2,24,11,7,10,14,7,5,2,2,False,False,11,6,3,False,9,2,True,False,False,False,2,10,True,False,OK,378.23,917.42,404.52,600586.0
158,11,2,3,1,7,9,2,5,22,1,3,3,1,True,False,13,12,3,False,11,2,True,True,True,True,2,7,False,True,OK,429.33,1688.58,452.44,611716.0
159,5,2,1,1,18,5,3,15,27,6,4,1,1,False,False,14,14,4,True,15,4,True,False,True,True,2,5,True,False,OK,377.07,911.24,349.73,598232.0
160,14,2,1,3,14,3,4,5,12,5,10,3,2,True,True,16,14,2,False,7,2,True,True,False,True,2,4,True,False,OK,428.74,1622.38,442.39,613114.0
161,4,2,1,3,22,11,4,7,12,7,13,2,1,True,True,3,11,3,True,14,2,True,False,False,True,2,8,True,True,OK,372.48,884.92,348.73,599958.0
162,12,2,3,1,23,2,1,16,1,8,13,2,1,False,True,16,13,4,False,16,2,False,False,False,True,2,13,False,True,OK,367.93,941.65,363.67,635468.0
163,9,2,1,3,9,10,2,8,24,3,4,3,1,False,False,14,3,3,True,11,3,False,True,False,True,2,9,False,False,OK,405.93,1671.57,442.51,614294.0
164,6,2,2,3,12,11,3,12,9,7,9,3,3,False,False,9,9,1,False,16,1,False,False,True,True,2,7,False,False,RTO,370.6,841.28,283.34,inf
165,6,2,2,2,20,9,4,7,11,4,8,2,2,False,False,12,6,3,False,14,2,True,True,True,False,2,11,True,True,OK,421.4,1697.0,452.47,611054.0
166,3,2,2,2,24,7,4,13,11,5,8,1,2,False,False,14,9,3,False,14,2,False,False,False,True,2,9,False,False,OK,369.16,911.72,378.36,642566.0
167,7,2,2,3,29,11,2,5,17,6,13,1,2,True,False,13,14,3,True,15,2,False,False,False,True,2,4,True,False,OK,368.34,941.0,357.35,622602.0
168,6,2,2,2,14,7,5,9,23,7,4,2,2,False,True,5,6,2,True,13,3,True,False,True,True,2,5,False,False,OK,372.48,869.82,348.48,607760.0
169,10,2,1,1,21,9,5,11,13,8,3,2,3,False,False,8,13,3,False,8,2,False,False,False,False,2,13,False,False,OK,371.07,955.78,407.87,648346.0
170,15,2,3,3,32,7,7,3,18,4,6,2,2,True,True,14,2,4,True,16,2,True,True,True,False,2,9,True,False,OK,408.11,1692.99,463.2,612386.0
171,1,2,2,3,25,7,5,9,19,3,10,1,3,False,True,13,5,4,True,9,4,False,True,False,False,2,12,True,True,OK,412.08,1715.82,417.87,612566.0
172,13,2,3,3,10,5,7,16,10,7,4,2,2,True,True,14,13,1,False,6,1,True,True,True,False,2,6,False,True,OK,418.57,1651.3,447.21,611682.0
173,7,2,1,2,8,4,5,3,15,5,11,3,2,True,True,7,2,3,False,8,1,False,False,False,True,2,3,False,True,OK,371.27,929.54,358.17,625220.0
174,12,2,2,3,24,4,4,5,19,3,8,2,3,True,False,2,3,1,True,11,3,True,True,False,True,2,6,True,False,OK,420.03,1760.56,441.27,612672.0
175,16,2,3,3,21,11,3,2,25,6,5,2,1,False,True,14,16,2,False,15,4,True,True,True,True,2,3,True,True,OK,419.09,1689.43,457.12,611692.0
176,3,2,2,1,32,10,5,3,19,2,11,3,2,True,False,9,13,2,False,11,1,True,False,True,False,2,9,True,True,OK,366.29,943.02,362.15,600250.0
177,13,2,2,2,31,7,6,5,24,8,6,2,3,False,True,8,14,2,False,10,2,True,True,True,False,2,6,True,False,OK,408.04,1691.46,417.8,611258.0
178,9,2,3,2,30,13,4,6,23,1,10,3,2,True,False,2,11,4,False,8,1,False,True,True,True,2,4,True,False,OK,412.61,1812.13,463.26,611760.0
179,4,2,3,1,19,6,2,7,30,2,5,3,2,False,False,3,11,2,True,2,1,True,True,False,True,2,11,False,True,STO,413.04,inf,inf,inf
180,10,2,3,1,7,6,7,7,23,3,5,1,2,True,True,12,9,2,True,13,3,True,True,True,False,2,9,True,True,OK,461.21,1636.65,444.96,612090.0
181,1,2,3,3,20,5,7,10,27,5,8,3,2,True,False,10,7,2,False,7,2,True,False,True,True,2,8,True,False,OK,403.11,962.61,352.3,599304.0
182,6,2,2,2,26,1,6,4,14,3,5,1,3,True,True,13,10,3,True,6,2,False,False,True,True,2,4,False,False,OK,403.22,909.55,352.26,622572.0
183,13,2,1,2,19,2,4,4,26,6,3,1,1,True,True,10,4,3,True,11,4,True,True,True,True,2,12,False,False,OK,462.22,1758.07,459.04,611788.0
184,1,2,3,1,32,5,8,4,31,5,4,3,1,True,False,3,4,4,True,10,3,True,False,True,True,2,9,True,False,OK,399.58,968.96,351.73,598802.0
185,6,2,2,2,20,10,6,15,15,8,6,2,3,True,False,5,2,4,True,10,1,True,False,False,True,2,7,False,False,OK,390.27,935.32,374.82,608460.0
186,12,2,1,3,30,9,4,8,28,5,3,2,1,False,True,1,13,4,True,12,2,False,True,True,False,2,3,True,True,OK,408.04,1793.3,427.43,610606.0
187,9,2,3,2,1,2,6,5,25,6,4,2,2,False,True,3,4,1,True,8,4,True,True,True,True,2,10,False,True,OK,407.41,1713.95,448.46,610636.0
188,6,2,3,3,13,4,5,13,25,6,8,2,2,False,True,7,13,3,True,13,3,True,True,True,False,2,8,False,True,OK,460.8,1683.91,453.32,612204.0
189,2,2,1,1,18,10,4,7,29,6,9,2,1,False,False,10,6,2,True,6,1,False,True,True,False,2,5,False,True,OK,461.61,1693.7,433.59,611108.0
190,9,2,3,1,6,10,6,5,19,5,5,3,1,False,True,15,9,2,True,8,3,True,True,False,False,2,9,False,False,OK,464.9,1710.31,446.1,615456.0
191,3,2,1,1,24,9,6,12,29,5,9,3,2,True,True,8,3,3,True,8,1,True,False,False,True,2,13,False,False,OK,409.91,907.53,387.28,609010.0
192,1,2,1,3,30,6,7,3,32,5,12,1,1,True,True,16,4,3,True,15,4,True,True,False,False,2,4,False,True,OK,430.97,1754.0,447.43,613210.0
193,6,2,1,2,28,11,4,16,19,6,5,3,3,False,False,6,9,4,True,6,1,True,False,True,True,2,15,False,True,OK,365.6,957.6,356.97,607730.0
194,9,2,2,2,12,8,4,11,10,6,6,2,2,False,True,11,9,3,False,9,4,False,True,False,False,2,10,False,True,OK,424.06,1745.64,438.29,611998.0
195,5,2,2,1,28,1,6,2,30,5,2,2,1,True,False,16,2,3,True,14,1,True,True,False,False,2,3,True,True,STO,428.47,inf,inf,inf
196,14,2,3,3,3,12,5,14,22,8,10,1,3,False,False,3,4,4,False,7,2,False,False,False,True,2,2,True,True,OK,364.4,931.58,339.54,604870.0
197,7,2,2,2,13,8,4,9,13,4,10,2,2,False,True,9,11,4,False,8,2,True,False,False,False,2,7,True,False,OK,365.34,974.95,378.92,601028.0
198,14,2,1,1,14,6,6,11,28,1,2,1,1,False,True,4,13,3,True,15,2,True,True,False,True,2,6,True,True,OK,403.55,1664.5,447.17,613732.0
199,7,2,1,1,26,8,2,14,14,8,8,1,1,False,False,10,1,4,True,15,2,True,True,False,True,2,10,False,False,OK,419.4,1769.89,493.97,614006.0
200,1,2,2,3,16,6,4,13,12,3,4,3,3,True,True,14,10,2,False,12,1,False,False,False,False,2,4,True,False,OK,370.07,985.67,383.38,614696.0
201,2,2,1,1,30,13,5,13,17,8,9,3,3,True,False,9,10,3,False,15,4,False,False,True,False,2,2,True,True,OK,366.68,951.53,352.32,568340.0
202,7,2,1,2,28,2,7,5,9,5,1,3,1,False,False,16,8,2,True,11,4,True,False,True,True,2,15,False,True,OK,365.14,927.98,348.13,607182.0
203,8,2,2,3,19,11,7,6,29,4,11,1,3,False,False,12,3,2,True,13,4,True,False,False,False,2,5,True,False,OK,370.3,997.13,367.58,598692.0
204,15,2,3,3,30,3,3,5,18,4,6,1,2,True,True,10,10,4,False,7,2,True,False,True,False,2,1,True,False,OK,369.3,911.94,347.52,598348.0
205,8,2,3,3,6,12,1,10,28,4,5,1,3,True,True,12,4,2,False,10,3,False,True,False,False,2,3,True,False,TIMING,408.49,1735.25,inf,inf
206,14,2,2,2,24,4,7,10,15,4,7,2,3,False,False,8,11,2,True,6,3,False,True,False,False,2,9,True,False,STO,415.43,inf,inf,inf
207,11,2,2,2,19,9,4,7,19,3,6,2,3,False,False,6,7,2,False,13,3,False,False,True,False,2,5,True,False,OK,365.37,1010.69,355.89,632678.0
208,13,2,3,1,23,1,5,15,18,4,10,2,3,False,True,9,3,1,True,9,3,True,True,True,True,2,10,True,True,OK,416.49,1729.78,460.25,612176.0
209,15,2,3,3,9,8,1,11,13,7,7,3,2,False,True,15,14,2,True,8,2,False,True,False,False,2,7,True,True,OK,410.97,1734.03,397.52,613842.0
210,10,2,1,3,31,2,4,14,32,4,10,3,3,True,False,9,12,2,True,12,3,True,False,False,True,2,3,False,False,OK,368.77,925.16,361.87,607878.0
211,5,2,2,2,16,8,6,10,24,3,4,3,2,False,True,9,5,4,True,13,3,False,False,True,True,2,5,False,True,OK,368.77,914.56,342.94,628342.0
212,15,2,2,1,12,5,8,11,12,7,10,3,2,True,False,1,3,2,False,9,3,True,False,False,True,2,15,False,True,OK,367.73,895.16,344.02,609274.0
213,5,2,2,2,9,8,6,5,12,4,10,2,2,False,False,11,2,2,True,9,3,False,True,False,True,2,15,False,True,OK,410.97,1670.17,442.73,612772.0
214,13,2,1,2,22,10,4,4,23,6,7,2,3,False,True,14,8,3,True,14,4,False,False,False,False,2,4,False,True,OK,371.23,1099.1,364.44,631340.0
215,13,2,2,3,4,2,6,15,19,6,4,1,1,False,False,6,4,3,False,11,4,False,False,True,True,2,7,True,False,OK,371.93,901.12,353.76,629234.0
216,12,2,3,2,10,4,7,5,10,7,10,3,2,True,True,12,5,4,False,11,4,True,False,True,False,2,8,True,False,OK,381.53,1122.85,366.83,600640.0
217,8,2,2,3,14,6,6,4,26,6,7,2,3,True,False,10,5,2,False,10,2,True,False,False,False,2,13,False,True,OK,371.59,911.4,358.44,610570.0
218,10,2,2,2,18,3,5,5,1,5,10,1,2,False,True,14,6,3,True,16,2,True,False,False,True,2,8,True,False,OK,372.34,1085.89,371.23,599120.0
219,2,2,1,1,25,10,5,11,13,2,13,2,2,True,False,14,9,3,False,6,4,False,True,False,True,2,7,True,True,OK,402.93,1684.72,425.4,612890.0
220,16,2,2,2,26,9,4,7,21,2,8,1,2,True,True,7,10,1,True,8,3,False,True,True,True,2,9,True,True,OK,408.51,1708.71,428.57,611762.0
221,11,2,1,2,16,11,2,15,25,3,1,3,3,False,False,9,8,2,False,8,1,True,True,False,False,2,13,True,True,OK,408.12,1661.54,426.95,614650.0
222,16,2,1,1,24,6,6,8,31,3,2,1,1,False,False,7,5,4,True,8,3,True,True,True,False,2,13,True,True,OK,395.14,1712.79,452.76,610384.0
223,12,2,1,3,29,5,6,16,32,2,7,2,2,True,True,3,15,4,True,5,3,True,False,True,False,2,14,True,False,OK,371.46,1085.69,375.92,598878.0
224,1,2,1,1,10,3,4,11,14,5,9,1,1,False,False,2,16,2,False,13,1,True,True,True,False,2,7,False,False,OK,407.78,1693.46,433.04,612048.0
225,1,2,3,2,17,7,2,4,3,6,10,2,3,True,True,15,6,2,False,8,3,False,True,True,True,2,1,False,True,OK,410.3,1750.35,413.98,611160.0
226,6,2,2,2,11,5,4,7,10,3,4,2,2,True,True,5,10,2,False,13,3,True,False,False,False,2,5,False,True,OK,380.76,899.62,353.46,609964.0
227,4,2,1,3,22,10,4,6,14,3,6,2,2,False,False,13,6,3,True,12,1,False,True,True,True,2,10,False,False,STO,464.34,inf,inf,inf
228,13,2,1,2,1,4,6,11,16,5,4,1,2,False,False,1,14,3,False,10,2,False,True,False,True,2,7,True,False,OK,434.22,1636.22,417.24,611720.0
229,6,2,3,3,24,10,5,12,19,3,7,2,2,True,False,5,5,3,False,5,2,False,True,True,False,2,13,False,True,OK,428.82,1666.66,419.45,611626.0
230,6,2,2,1,15,11,4,12,25,2,6,1,3,True,True,14,6,2,True,11,2,True,False,True,False,2,5,True,False,OK,390.0,965.03,357.65,598480.0
231,13,2,3,1,25,8,4,4,20,7,7,3,3,True,False,2,12,2,False,7,1,True,True,False,False,2,6,False,True,STO,446.23,inf,inf,inf
232,11,2,2,1,13,8,8,12,11,2,4,1,3,False,True,7,10,3,True,7,4,True,True,False,True,2,8,False,False,TIMING,415.2,1737.98,inf,inf
233,14,2,2,2,12,10,7,4,20,3,6,1,1,True,True,10,4,3,True,8,3,True,True,False,False,2,6,True,True,OK,392.2,1731.83,440.6,612566.0
234,11,2,3,2,4,7,8,5,5,1,9,2,3,False,False,8,12,2,False,15,2,True,True,True,True,2,10,False,True,OK,392.77,1727.73,449.38,610766.0
235,7,2,2,1,17,9,7,10,10,3,4,2,2,False,True,5,5,2,True,13,4,True,True,True,False,2,5,False,False,OK,435.09,1755.38,423.37,611748.0
236,9,2,3,1,10,6,5,7,23,3,11,2,1,True,False,9,9,2,True,13,4,False,True,False,True,2,13,False,True,OK,464.41,1798.46,405.0,615016.0
237,2,2,3,2,12,9,7,11,12,1,10,2,2,True,False,2,1,2,False,14,3,True,False,False,True,2,13,False,False,OK,382.43,907.69,373.02,611786.0
238,9,2,1,2,12,4,1,14,28,8,7,3,1,True,False,1,15,2,False,14,1,True,True,True,False,2,10,True,True,OK,413.16,1726.03,452.17,612044.0
239,16,2,3,3,6,5,5,15,19,8,3,1,1,False,True,7,8,2,True,5,3,True,True,False,False,2,11,False,False,OK,450.73,1701.79,425.8,615306.0
240,15,2,3,1,20,9,8,14,16,5,5,3,2,False,False,1,16,4,True,14,2,False,False,True,False,2,4,False,True,OK,384.65,950.39,342.79,611446.0
241,5,2,1,1,3,11,5,14,2,3,9,1,1,False,False,12,8,2,False,10,4,False,False,False,True,2,9,True,False,OK,380.1,966.65,366.88,640870.0
242,10,2,2,2,15,9,5,4,13,5,4,2,2,True,True,8,10,3,True,14,2,False,True,False,False,2,13,False,True,STO,430.93,inf,inf,inf
243,13,2,2,1,27,2,4,15,8,3,13,2,1,True,False,1,4,3,True,10,3,False,True,False,True,2,4,True,True,OK,408.97,1566.46,432.72,613180.0
244,11,2,2,3,19,4,4,9,9,4,8,2,3,False,True,8,5,2,True,14,3,True,False,True,True,2,6,True,True,OK,380.18,977.24,331.57,598058.0
245,5,2,2,2,2,6,4,5,10,6,1,1,2,False,False,16,6,4,True,9,2,False,True,False,True,2,8,False,False,OK,415.09,1733.5,473.56,617000.0
246,2,2,2,1,14,11,8,9,21,4,4,1,1,False,True,15,9,1,False,13,3,True,False,False,True,2,5,True,True,OK,382.18,880.48,364.32,601632.0
247,11,2,2,3,25,11,4,5,14,6,4,3,2,True,False,12,7,2,True,10,3,False,True,True,True,2,10,True,False,STO,405.88,inf,inf,inf
248,1,2,2,2,23,4,8,6,13,5,1,2,2,True,False,15,15,3,False,13,2,True,False,True,False,2,15,False,True,OK,379.33,947.82,378.26,608006.0
249,3,2,3,2,18,9,5,11,17,5,7,2,3,True,False,7,3,2,False,9,4,True,False,False,False,2,8,False,True,OK,378.08,934.09,353.1,608502.0
250,16,2,3,3,15,1,3,13,19,3,9,3,1,False,False,15,4,4,False,15,2,True,True,True,True,2,15,True,True,OK,428.47,1672.93,453.39,612154.0
251,5,2,3,2,12,8,5,2,26,1,5,3,2,True,False,14,4,4,True,14,4,True,True,True,True,2,3,False,True,OK,408.96,1639.86,458.17,611202.0
252,4,2,1,2,10,12,4,2,26,2,11,2,2,False,True,3,12,2,False,10,2,False,False,True,True,2,6,True,True,OK,389.07,937.63,347.38,622532.0
253,7,2,1,2,20,10,7,8,9,5,5,2,2,True,False,6,7,3,True,9,4,False,False,True,True,2,4,False,True,OK,389.17,860.98,349.07,605834.0
254,12,2,2,1,5,7,6,12,1,3,6,1,2,True,False,11,7,3,True,7,2,True,True,True,True,2,6,False,True,OK,435.94,1733.81,407.2,610446.0
255,5,2,3,1,21,9,2,13,26,2,8,2,2,False,False,10,6,4,False,5,2,False,True,False,True,2,4,False,True,STO,437.33,inf,inf,inf
256,14,2,1,3,11,2,7,11,2,2,9,2,3,False,True,11,15,4,False,11,4,True,False,True,True,2,5,True,False,OK,387.95,976.63,362.31,599804.0
257,14,2,1,1,29,1,8,8,28,3,10,1,2,False,True,13,9,4,False,13,4,True,False,True,True,2,4,False,False,OK,378.77,915.93,358.16,608666.0
258,5,2,1,2,29,8,5,4,32,4,13,2,1,True,False,5,11,3,False,9,2,True,False,True,True,2,2,False,False,OK,353.42,955.43,354.22,608174.0
259,1,2,3,3,24,7,3,11,20,1,11,2,1,True,False,2,2,4,True,11,3,False,False,True,True,2,12,False,False,RTO,354.67,879.49,278.4,inf
260,16,2,3,2,18,4,2,14,17,2,9,1,3,False,True,12,5,1,True,15,1,True,False,False,True,2,7,True,False,OK,354.84,937.49,366.3,600554.0
261,14,2,2,2,1,9,6,10,14,1,2,3,3,True,True,11,16,2,False,12,4,True,True,True,True,2,9,True,True,OK,401.6,1716.8,448.55,611050.0
262,8,2,2,2,2,4,5,6,27,6,5,2,2,False,True,8,8,3,False,11,2,True,False,False,True,2,10,False,False,OK,378.26,873.44,369.45,613072.0
263,6,2,3,2,10,8,6,5,6,7,5,3,3,True,True,13,13,1,False,14,2,False,False,False,True,2,1,True,False,OK,356.03,839.28,359.12,615684.0
264,5,2,2,2,11,2,8,8,15,1,6,1,3,False,True,16,7,2,True,12,4,True,True,False,False,2,3,False,True,OK,414.68,1719.28,499.91,611948.0
265,2,2,2,3,26,5,4,12,3,8,5,1,2,False,True,13,13,2,False,11,2,True,False,False,True,2,8,True,False,OK,353.42,915.64,377.15,601668.0
266,10,2,2,3,23,8,6,12,9,4,6,2,2,True,True,10,8,3,True,11,3,True,True,True,False,2,5,False,True,OK,384.1,1704.99,452.33,611854.0
267,10,2,2,1,13,9,8,8,14,6,12,2,2,False,True,5,6,2,False,15,1,True,False,True,True,2,15,True,True,OK,372.52,930.73,352.51,600194.0
268,12,2,3,2,3,8,8,3,2,2,9,3,2,True,True,15,6,2,True,11,2,True,True,True,True,2,6,True,True,STO,386.24,inf,inf,inf
269,13,2,3,2,28,7,4,16,30,7,9,2,2,False,True,12,15,4,False,12,2,True,True,True,False,2,4,False,True,OK,401.72,1756.51,453.24,611180.0
270,3,2,3,3,26,6,2,8,21,2,12,2,2,True,False,3,2,3,True,10,4,True,False,False,False,2,15,True,True,OK,353.72,946.24,361.42,600328.0
271,6,2,2,2,8,7,6,7,10,3,10,2,2,True,False,12,5,2,True,7,2,True,False,False,False,2,9,False,False,OK,372.38,953.03,374.38,610570.0
272,13,2,1,2,28,3,2,7,19,2,8,2,3,True,True,9,3,4,False,14,2,True,True,True,True,2,16,False,False,OK,405.6,1737.24,461.16,611266.0
273,9,2,3,3,3,3,5,14,32,6,10,1,1,False,False,7,11,1,True,13,4,False,False,True,False,2,14,True,False,OK,379.24,909.68,376.67,598024.0
274,1,2,2,2,15,2,4,9,12,7,8,1,2,True,True,1,16,2,False,9,3,True,True,True,True,2,6,False,True,OK,399.89,1700.41,453.93,610874.0
275,10,2,2,2,30,7,3,5,29,4,13,1,3,False,True,1,13,2,True,14,1,True,False,True,True,2,3,True,True,OK,369.34,886.95,342.49,598336.0
276,1,2,2,2,7,3,6,11,3,3,5,1,1,False,False,3,9,1,False,9,3,False,False,False,True,2,7,False,True,OK,388.92,920.65,356.92,643524.0
277,16,2,3,2,3,7,3,15,4,8,3,3,3,True,False,14,5,4,False,15,2,True,True,False,False,2,6,True,True,OK,422.05,1694.01,444.04,616624.0
278,7,2,1,2,11,13,5,6,11,4,11,2,1,True,False,12,15,2,True,13,4,True,False,True,False,2,10,True,False,OK,363.82,883.98,374.42,543102.0
279,9,2,2,2,12,10,5,9,30,5,6,2,3,True,False,11,4,3,True,8,2,False,False,True,True,2,9,False,True,OK,351.0,902.03,350.88,628826.0
280,2,2,3,2,9,3,7,2,30,2,2,2,3,True,True,16,3,3,True,9,3,False,False,False,False,2,9,True,True,OK,369.23,863.68,368.95,603362.0
281,4,2,3,3,20,2,4,11,18,6,4,1,3,True,False,3,12,4,True,12,3,True,True,False,True,2,11,True,True,OK,372.61,1722.79,436.26,611070.0
282,7,2,2,2,22,5,7,11,11,7,8,2,2,True,True,13,11,2,False,8,2,True,True,True,True,2,11,False,True,OK,419.77,1695.73,451.92,611362.0
283,12,2,3,3,22,10,7,16,19,5,13,1,2,False,False,5,11,2,True,13,2,True,False,False,True,2,4,True,True,OK,353.59,931.75,368.06,601054.0
284,7,2,2,1,16,11,7,8,22,5,1,1,1,True,True,8,9,1,False,6,2,True,False,False,True,2,12,False,True,OK,369.18,850.99,367.16,610546.0
285,1,2,2,1,10,11,8,11,14,5,10,3,2,False,True,4,15,4,False,11,3,False,False,False,True,2,5,True,False,OK,378.81,900.54,363.12,617144.0
286,5,2,2,2,4,7,5,12,32,1,12,1,2,False,False,12,7,2,True,15,2,True,False,False,False,2,7,False,True,OK,361.12,929.47,351.96,611654.0
287,9,2,2,3,24,10,3,5,11,4,4,3,2,True,False,4,5,4,True,12,2,True,True,True,False,2,11,False,True,OK,403.09,1755.26,457.25,611416.0
288,5,2,2,2,23,5,3,5,25,7,7,2,2,False,True,12,10,4,True,12,2,True,False,False,False,2,11,True,True,OK,378.72,953.47,367.87,599992.0
289,14,2,1,3,11,3,4,11,10,5,10,3,2,False,False,11,16,2,False,9,2,False,False,False,True,2,10,False,False,OK,375.91,908.76,377.87,641026.0
290,8,2,3,1,9,11,8,15,19,5,10,1,3,False,False,16,14,1,False,13,2,True,True,False,False,2,16,False,True,OK,417.78,1725.8,410.75,612798.0
291,6,2,1,1,32,12,6,8,30,8,4,2,3,True,True,3,3,1,False,9,2,True,False,False,True,2,7,False,True,OK,384.4,873.91,339.28,607560.0
292,3,2,2,1,23,4,6,15,12,3,9,2,1,True,False,6,7,1,False,13,2,True,True,True,True,2,3,False,False,STO,402.79,inf,inf,inf
293,6,2,2,2,16,6,8,16,30,8,2,1,2,True,False,10,11,4,False,16,2,True,True,True,True,2,8,False,True,OK,396.97,1712.91,417.71,610840.0
294,13,2,1,1,16,10,4,12,22,7,2,1,2,False,True,1,14,2,False,12,1,False,False,False,True,2,8,True,True,OK,358.57,970.77,357.28,625180.0
295,3,2,3,1,1,9,7,9,16,1,5,1,1,False,False,9,14,2,True,11,3,True,False,True,True,2,14,True,True,OK,358.84,937.55,342.98,597926.0
296,13,2,3,2,15,5,5,7,15,6,10,3,3,False,True,13,13,2,False,6,2,True,False,True,True,2,8,False,True,OK,355.32,926.68,340.42,607370.0
297,12,2,2,2,14,12,5,4,22,3,4,1,3,False,False,14,14,1,False,15,2,False,False,False,False,2,11,True,False,OK,355.2,905.71,396.96,633974.0
298,10,2,3,2,24,5,4,6,26,7,9,3,2,False,True,5,1,3,False,15,1,True,False,True,True,2,3,True,False,OK,363.49,885.2,342.44,600602.0
299,14,2,3,1,18,2,1,15,19,2,4,1,2,False,True,8,9,2,True,9,4,True,True,True,False,2,6,False,False,OK,381.09,1761.78,413.72,611354.0
300,1,2,3,1,14,1,4,11,9,3,4,2,3,False,False,1,16,2,True,12,2,True,True,True,False,2,4,False,True,OK,404.89,1709.27,456.96,612172.0
301,4,2,3,2,27,4,6,8,8,2,7,1,2,False,False,15,3,4,False,16,2,True,False,False,True,2,1,True,False,OK,361.93,876.25,357.62,602720.0
302,3,2,1,2,28,7,5,15,12,5,8,2,3,True,False,12,7,4,True,15,3,True,False,False,True,2,13,True,False,OK,364.99,894.32,393.71,600708.0
303,9,2,3,2,12,7,5,10,8,8,10,1,1,False,False,16,14,4,False,8,1,True,False,True,False,2,1,False,True,OK,361.5,982.76,381.55,607586.0
304,13,2,3,3,14,5,7,7,13,4,10,3,2,True,False,12,8,3,True,8,2,False,False,False,False,2,7,False,True,OK,361.87,888.65,360.45,619182.0
305,15,2,3,1,30,8,4,12,11,5,9,1,3,False,True,13,13,4,False,13,3,True,True,True,True,2,10,False,False,OK,403.16,1799.04,436.99,611360.0
306,11,2,3,3,10,5,8,15,5,4,1,2,1,True,True,14,16,2,True,8,3,True,True,False,False,2,5,False,False,TIMING,406.84,1692.48,inf,inf
307,6,2,1,1,26,13,8,6,17,8,6,1,3,True,True,14,9,1,False,11,3,True,False,False,False,2,1,False,True,OK,368.14,932.16,383.11,554402.0
308,16,2,2,2,28,10,7,15,27,3,5,1,3,True,False,9,6,2,False,12,1,True,True,True,False,2,11,False,True,OK,395.71,1743.12,454.17,610784.0
309,6,2,3,1,1,10,2,3,15,4,10,2,3,False,True,13,12,2,False,9,4,True,True,False,False,2,9,False,False,TIMING,427.47,1802.82,inf,inf
310,16,2,1,3,29,12,7,8,6,8,2,3,2,False,False,10,11,1,True,8,4,True,False,True,False,2,9,False,False,OK,363.87,946.34,371.1,608970.0
