id,PIPELINE_II_SUB,KERNEL_CLOCK,UNROLL_FACTOR_EXP1,UNROLL_FACTOR_EXP2,UNROLL_FACTOR_ECB1,UNROLL_FACTOR_ECB3,UNROLL_FACTOR_ECB2,PIPELINE_II_ADDKEY,PIPELINE_II_ECB1,PIPELINE_II_ECB2,PIPELINE_II_ECB3,PIPELINE_II_EXP1,PIPELINE_II_EXP2,PIPELINE_EXP2,PIPELINE_EXP1,UNROLL_FACTOR_ADDKEY,UNROLL_FACTOR_SUB,UNROLL_FACTOR_MIX,PIPELINE_SUB,PIPELINE_II_CPKEY,PIPELINE_II_MIX,PIPELINE_ECB2,PIPELINE_ECB3,PIPELINE_ECB1,PIPELINE_ADDKEY,DATA_MOVER_CLOCK,UNROLL_FACTOR_CPKEY,PIPELINE_MIX,PIPELINE_CPKEY,state,presynth_time,synth_time,impl_time,run_time
166,6,1,1,2,23,10,1,14,2,6,4,2,3,True,False,16,13,1,True,2,3,True,True,True,True,2,5,True,True,TIMING,352.3,1758.7,inf,inf
167,14,3,3,1,32,13,8,10,16,8,1,3,3,True,False,16,5,4,True,13,1,False,False,False,True,3,4,False,True,TIMING,289.68,908.27,inf,inf
168,12,2,3,1,11,2,5,8,15,4,12,1,3,True,True,13,4,4,True,11,3,True,False,False,False,2,11,True,False,OK,292.23,757.77,308.88,599584.0
169,9,0,3,1,31,10,6,15,19,3,12,1,3,False,True,13,8,4,False,7,1,False,False,False,True,1,16,True,True,TIMING,285.24,796.71,inf,inf
170,6,1,2,3,31,12,6,8,10,3,6,1,1,False,False,14,5,4,False,1,2,True,False,True,False,2,13,True,False,TIMING,308.43,716.17,inf,inf
171,15,1,1,1,8,13,3,1,20,4,2,2,3,True,True,10,11,2,False,8,1,False,True,True,True,3,14,True,True,TIMING,324.41,860.92,inf,inf
172,9,3,3,3,31,13,1,2,30,1,7,2,3,False,True,10,9,1,True,14,2,False,False,False,True,1,7,True,True,TIMING,325.67,760.96,inf,inf
173,13,1,2,3,16,12,7,1,23,1,1,2,3,False,True,14,8,4,True,12,3,True,True,False,True,0,12,False,False,TIMING,358.43,1447.74,inf,inf
174,11,0,1,2,23,7,3,5,10,3,6,3,3,True,False,13,9,4,False,11,1,False,True,False,True,0,3,True,False,RTO,323.85,758.81,317.93,inf
175,5,0,2,2,25,12,7,1,27,1,9,1,3,True,False,12,12,4,False,15,4,True,True,False,True,0,15,True,True,TIMING,315.31,1595.17,inf,inf
176,12,1,2,2,8,12,1,6,31,5,1,1,3,False,False,1,5,1,True,16,3,True,False,True,True,0,16,False,True,TIMING,270.55,790.93,inf,inf
177,16,1,3,1,12,1,8,11,12,1,12,3,3,False,True,10,11,1,True,2,2,False,False,True,True,1,11,True,False,OK,283.48,829.34,332.51,443152.0
178,14,0,2,3,12,5,3,10,14,3,13,3,1,True,True,10,12,1,True,2,2,False,False,True,True,1,11,True,False,TIMING,261.99,725.25,inf,inf
179,4,2,1,1,31,6,4,8,16,1,9,1,3,True,True,14,5,4,True,14,3,True,True,False,False,3,13,False,True,TIMING,319.35,1636.11,inf,inf
180,4,3,3,1,26,4,3,5,4,1,10,3,3,True,True,1,6,4,False,4,3,True,True,True,False,3,10,True,True,TIMING,311.96,1509.5,inf,inf
181,4,0,1,2,32,7,5,5,20,2,5,3,3,False,False,15,3,4,False,6,2,True,True,True,True,3,13,True,True,TIMING,329.68,1483.35,inf,inf
182,8,2,3,3,3,5,8,13,7,1,10,3,1,True,True,9,1,1,True,2,3,True,False,True,True,3,3,True,False,TIMING,269.27,788.91,inf,inf
183,5,3,1,2,17,3,3,6,16,1,1,3,1,True,True,3,8,2,True,1,1,False,False,True,False,2,9,False,False,TIMING,255.82,721.36,inf,inf
184,8,0,3,3,24,4,8,8,27,2,6,3,3,True,True,15,1,2,False,2,2,True,False,True,True,1,9,True,False,TIMING,288.76,800.76,inf,inf
185,11,1,2,3,16,5,4,5,9,2,11,2,2,False,False,10,11,4,False,2,4,True,False,True,True,0,14,True,True,TIMING,288.5,770.57,inf,inf
186,2,3,1,3,23,6,2,2,6,7,13,3,3,True,True,15,10,4,False,4,1,False,True,False,False,1,13,False,True,TIMING,328.59,1475.77,inf,inf
187,4,2,1,2,15,8,8,15,8,5,2,3,2,False,False,10,13,2,False,1,1,True,True,True,True,0,1,True,False,TIMING,311.9,1554.34,inf,inf
188,6,3,1,2,25,2,8,12,25,2,13,1,2,False,False,15,11,4,True,1,1,True,False,True,False,1,13,True,True,TIMING,282.99,838.09,inf,inf
189,12,0,3,3,3,3,1,10,11,7,13,3,3,True,True,7,11,1,True,1,4,True,False,True,True,1,7,False,True,TIMING,265.93,748.61,inf,inf
190,15,0,1,2,32,10,4,1,11,8,12,2,1,False,True,1,5,1,False,15,2,False,True,False,True,3,4,False,False,TIMING,315.28,1502.21,inf,inf
191,3,1,3,2,18,10,1,8,21,7,13,3,1,True,False,2,5,3,False,2,1,False,False,True,False,1,9,True,True,TIMING,290.33,826.64,inf,inf
192,3,3,1,3,26,7,1,1,6,3,9,1,2,True,True,12,1,4,True,10,1,False,True,False,False,2,4,True,False,TIMING,325.32,1498.06,inf,inf
193,7,0,3,3,28,1,7,1,17,7,1,3,1,False,True,12,6,2,False,3,4,True,False,True,False,2,1,False,True,TIMING,262.01,771.98,inf,inf
194,9,2,3,1,24,3,7,16,16,3,11,3,1,False,True,11,7,4,False,4,4,False,True,True,False,2,7,False,True,OK,317.6,1539.78,344.06,564748.0
195,11,1,3,1,16,1,4,16,9,2,10,2,1,True,True,10,6,4,True,13,2,True,False,False,False,1,15,True,True,OK,290.44,786.48,345.59,443010.0
196,4,0,3,2,32,4,6,8,11,5,6,3,3,False,True,16,11,4,True,1,2,False,False,False,False,3,8,True,False,TIMING,290.2,764.28,inf,inf
197,15,2,2,1,27,1,1,7,27,1,5,1,3,False,False,13,14,1,True,6,2,False,False,True,False,0,13,True,False,TIMING,276.38,831.28,inf,inf
198,15,3,2,2,22,3,7,1,1,4,13,3,3,True,True,12,8,1,True,15,4,False,True,True,False,0,7,False,False,TIMING,311.84,1449.88,inf,inf
199,16,0,2,3,24,5,3,16,22,3,4,1,1,True,False,8,11,1,True,1,2,True,False,False,False,3,4,True,True,TIMING,284.46,786.85,inf,inf
200,14,0,3,3,12,13,7,4,15,4,13,1,3,False,True,11,4,1,True,2,2,False,False,False,True,1,9,False,False,TIMING,267.46,795.59,inf,inf
201,16,1,3,3,32,1,8,1,32,8,11,3,2,True,True,16,1,1,False,1,4,True,True,True,True,0,16,True,True,TIMING,317.69,1500.07,inf,inf
202,10,3,2,3,7,4,7,8,2,1,5,3,2,True,False,16,1,4,True,2,2,False,True,True,False,3,15,True,True,TIMING,314.98,1550.38,inf,inf
203,9,0,2,2,31,1,6,15,29,6,10,2,3,True,True,8,4,1,True,3,3,False,True,False,False,2,11,True,True,TIMING,306.72,1518.38,inf,inf
204,16,0,3,1,13,2,6,15,8,5,3,1,2,True,True,13,2,4,False,1,3,True,True,False,False,1,8,False,True,TIMING,322.56,1493.95,inf,inf
205,16,0,1,1,17,6,7,3,28,2,5,1,1,True,False,14,14,2,True,2,3,False,False,True,True,1,14,True,True,TIMING,284.74,764.61,inf,inf
206,10,3,3,2,29,12,8,2,17,2,7,2,3,True,True,14,16,1,True,1,2,True,True,True,False,2,10,True,True,TIMING,320.49,1513.11,inf,inf
207,7,3,1,2,26,5,8,8,16,1,10,3,3,True,True,3,1,3,True,11,3,False,True,False,True,1,3,True,True,TIMING,335.53,1551.89,inf,inf
208,16,1,2,2,16,1,7,5,32,2,4,3,2,True,True,5,1,4,False,1,2,True,True,True,True,1,2,False,True,TIMING,311.72,1538.62,inf,inf
209,14,1,3,3,31,3,5,16,20,3,11,1,1,False,False,16,12,1,False,8,4,False,True,False,True,1,9,True,False,TIMING,313.27,1462.55,inf,inf
210,11,3,2,2,14,2,8,9,3,5,4,1,1,False,True,10,15,2,True,9,1,False,True,True,True,2,6,False,True,TIMING,316.28,1550.29,inf,inf
211,16,3,3,3,20,1,8,16,1,1,10,2,2,True,True,1,16,4,False,1,1,False,True,True,True,1,15,True,False,TIMING,326.46,1512.2,inf,inf
212,4,2,1,1,22,3,3,11,20,1,1,2,3,True,True,1,4,4,False,16,3,True,False,True,False,3,5,True,True,TIMING,287.5,773.72,inf,inf
213,9,1,3,1,5,1,2,7,17,4,2,2,1,True,False,10,9,4,True,10,1,True,False,False,False,3,15,True,False,TIMING,274.85,740.46,inf,inf
214,16,2,3,3,13,4,1,16,3,3,13,2,3,True,True,15,14,3,True,6,1,False,True,False,True,0,5,True,True,TIMING,318.04,1401.21,inf,inf
215,8,2,3,1,18,1,2,11,5,1,7,1,3,True,False,11,11,4,False,15,2,True,False,True,True,1,13,True,False,TIMING,289.74,810.62,inf,inf
216,10,0,3,3,25,3,2,16,10,5,11,1,1,True,False,3,15,2,True,9,1,False,True,False,False,3,5,False,False,TIMING,327.98,1496.86,inf,inf
217,3,1,2,1,22,5,3,16,27,7,12,2,1,True,False,14,5,4,True,7,2,True,False,True,False,1,3,True,True,OK,287.17,729.23,345.69,440270.0
218,6,0,3,1,28,1,6,7,17,2,6,1,2,False,True,1,1,4,True,8,2,False,False,True,False,1,15,True,False,TIMING,277.76,764.21,inf,inf
219,9,0,3,1,23,3,1,16,6,8,5,2,3,True,False,13,5,3,True,15,2,False,False,True,False,0,16,True,True,TIMING,280.06,811.19,inf,inf
220,14,0,2,3,24,4,2,16,32,6,11,2,3,False,False,8,16,2,True,14,1,True,True,True,True,3,2,False,True,TIMING,321.69,1455.27,inf,inf
221,2,3,2,1,9,2,2,7,6,2,6,3,3,True,True,3,7,4,False,9,1,True,False,False,False,0,8,False,False,TIMING,271.84,772.92,inf,inf
222,14,2,3,1,14,3,8,15,28,5,12,3,2,False,False,7,8,3,False,8,1,False,False,False,True,0,3,True,False,TIMING,271.17,843.0,inf,inf
223,16,2,2,2,16,12,8,16,14,4,12,3,1,False,False,2,3,3,False,7,1,True,True,False,True,3,2,True,False,TIMING,321.24,1446.46,inf,inf
224,16,2,2,2,1,1,5,16,32,1,8,1,3,True,True,16,9,4,True,1,4,True,True,True,True,3,12,True,False,TIMING,321.79,1442.78,inf,inf
225,16,3,2,3,17,2,2,10,14,5,11,3,2,True,False,12,15,1,True,13,1,True,True,True,False,2,16,True,True,TIMING,311.25,1729.19,inf,inf
226,1,0,3,3,32,13,5,16,17,8,10,3,2,True,False,15,6,4,False,12,4,True,False,False,False,3,11,False,True,TIMING,288.72,741.6,inf,inf
227,16,3,1,2,17,6,8,15,30,5,12,1,2,True,False,16,9,2,True,9,1,True,False,False,True,1,6,True,False,TIMING,292.6,779.57,inf,inf
228,16,2,3,2,24,3,5,11,1,1,12,2,2,True,False,16,11,4,True,15,4,True,True,False,False,3,16,False,True,TIMING,335.6,1532.0,inf,inf
229,16,1,3,1,31,12,1,10,21,3,6,1,2,True,False,8,1,3,True,11,4,False,False,True,True,0,15,False,False,TIMING,283.2,795.82,inf,inf
230,16,3,1,2,25,5,1,10,27,4,13,3,2,True,False,6,16,4,True,1,3,True,True,False,False,0,13,False,False,STO,351.13,inf,inf,inf
231,9,1,3,1,19,13,8,16,32,8,3,3,2,True,True,1,8,4,False,16,2,False,False,True,False,0,16,True,False,TIMING,288.75,996.34,inf,inf
232,16,2,2,1,23,11,2,12,14,4,2,1,3,True,False,1,1,3,True,14,4,True,True,False,True,3,6,False,True,TIMING,315.96,1639.23,inf,inf
233,2,2,1,1,29,2,2,6,24,8,4,3,3,True,False,15,9,4,False,13,1,False,True,False,False,3,4,True,False,TIMING,306.99,1516.75,inf,inf
234,11,3,1,1,20,1,6,16,29,2,11,3,3,False,False,11,9,1,False,3,3,False,False,False,False,3,15,False,True,TIMING,276.26,771.13,inf,inf
235,11,1,1,2,16,6,1,16,1,8,1,1,1,False,False,11,16,4,True,7,1,True,False,False,False,2,7,False,False,TIMING,282.88,1019.94,inf,inf
236,4,0,1,1,17,4,5,16,32,3,6,2,1,True,False,5,16,2,True,12,1,True,False,False,False,1,7,True,True,TIMING,297.52,770.61,inf,inf
237,1,1,3,3,2,1,4,16,5,2,12,2,1,False,True,9,2,4,False,3,2,True,False,False,True,0,10,True,False,TIMING,292.54,765.95,inf,inf
238,10,1,3,3,20,3,4,16,29,4,9,3,3,True,False,6,2,2,False,8,4,True,True,True,False,2,15,False,True,TIMING,342.01,1675.13,inf,inf
239,11,0,3,2,10,2,6,16,6,4,7,1,3,True,False,5,14,4,True,7,2,True,True,False,True,0,15,False,False,TIMING,349.74,1417.64,inf,inf
240,9,0,1,3,5,3,7,16,21,7,11,2,3,False,False,5,8,4,False,4,2,True,True,False,True,1,1,True,True,TIMING,322.04,1479.62,inf,inf
241,16,1,2,1,5,2,8,11,22,3,9,1,3,False,True,6,14,4,False,2,3,False,False,False,False,3,3,False,True,TIMING,393.27,1172.64,inf,inf
242,2,3,3,1,22,3,5,2,28,1,12,2,3,True,False,16,15,2,False,16,1,False,False,True,False,0,16,True,False,TIMING,388.02,1196.71,inf,inf
243,11,1,1,2,31,7,8,8,7,2,10,3,1,True,False,6,6,4,False,1,1,False,True,False,False,1,1,False,True,TIMING,465.45,1780.73,inf,inf
244,1,2,2,1,4,7,7,15,9,3,4,2,3,True,False,16,15,4,False,1,4,True,False,True,False,0,14,True,True,TIMING,418.63,1213.53,inf,inf
245,16,0,3,1,2,1,1,7,3,6,8,2,3,True,False,3,14,2,True,7,4,True,False,True,True,3,13,True,False,TIMING,392.1,1025.89,inf,inf
246,2,0,1,1,16,8,8,16,25,3,6,2,3,False,True,7,16,1,False,4,4,True,False,True,True,0,4,True,True,TIMING,410.85,1197.2,inf,inf
247,14,0,3,1,20,2,6,4,8,4,12,3,2,False,False,10,13,4,True,7,2,True,False,True,False,0,11,False,True,TIMING,392.58,1187.1,inf,inf
248,9,3,2,1,23,2,5,16,12,6,10,1,3,False,True,13,3,1,True,8,1,True,True,False,True,0,14,True,False,STO,468.98,inf,inf,inf
249,13,2,2,1,12,2,6,10,20,6,9,3,3,False,False,14,7,4,False,3,2,True,False,True,False,1,11,True,False,TIMING,393.95,1214.8,inf,inf
250,14,0,3,1,26,5,3,10,16,6,9,2,1,False,True,15,16,2,False,5,4,False,False,True,False,0,10,True,False,TIMING,392.09,1722.7,inf,inf
251,6,1,3,1,18,3,7,13,28,4,7,3,1,True,True,14,6,4,True,4,2,True,False,True,False,3,10,True,False,TIMING,454.56,1062.38,inf,inf
252,2,1,3,1,6,12,5,9,3,5,12,1,3,False,False,6,14,1,False,1,1,False,False,False,False,0,11,True,True,TIMING,412.7,1210.82,inf,inf
253,16,3,1,2,29,1,5,12,20,5,4,1,1,True,False,7,15,1,False,1,4,True,True,True,False,2,12,False,True,TIMING,457.57,1809.98,inf,inf
254,16,0,2,2,24,11,3,16,28,5,6,1,3,True,False,10,13,3,True,3,4,True,True,False,False,2,7,True,False,STO,460.6,inf,inf,inf
255,6,2,2,1,29,6,7,16,27,2,12,2,2,True,True,6,5,3,False,11,3,True,False,True,False,2,11,False,True,OK,451.4,988.18,375.52,608784.0
256,11,3,2,1,9,13,4,16,24,1,9,1,2,True,True,7,8,1,True,7,2,False,False,True,False,3,11,True,False,TIMING,416.72,1009.64,inf,inf
257,16,3,3,2,3,11,1,16,10,8,4,3,2,False,False,6,14,4,True,7,1,False,False,True,True,2,16,True,False,TIMING,421.21,1196.42,inf,inf
258,5,3,3,1,6,10,6,16,13,3,11,3,1,True,True,15,8,4,True,11,2,True,True,True,False,3,9,True,True,STO,454.44,inf,inf,inf
259,13,3,2,1,27,13,7,14,5,4,6,3,1,False,True,3,14,4,True,6,1,False,True,True,True,2,11,False,False,STO,430.37,inf,inf,inf
260,1,2,3,2,32,1,8,16,15,8,1,2,2,True,False,1,1,4,True,16,2,False,True,False,False,1,1,False,True,STO,491.23,inf,inf,inf
261,16,3,3,3,27,13,7,9,15,1,11,2,3,False,True,1,5,2,True,12,3,True,False,False,True,3,15,True,False,TIMING,408.64,1235.01,inf,inf
262,16,0,2,3,7,3,4,9,19,2,10,3,1,True,True,16,15,2,False,8,3,True,True,False,True,2,7,False,True,STO,494.45,inf,inf,inf
263,1,2,1,1,1,13,1,16,32,1,12,1,1,False,False,14,11,4,True,16,4,True,False,True,False,2,1,True,False,OK,443.9,1190.05,456.82,543118.0
264,2,3,3,2,24,11,3,9,5,4,2,3,1,False,False,14,8,4,True,1,3,True,False,True,False,2,8,True,True,TIMING,418.76,1198.86,inf,inf
265,16,0,3,3,18,6,4,15,17,5,3,3,2,True,False,13,6,2,True,14,2,True,True,False,False,2,2,False,False,STO,469.82,inf,inf,inf
266,16,3,1,1,22,4,2,14,16,3,8,3,1,True,True,3,7,2,False,12,2,True,True,False,True,0,6,False,True,STO,465.86,inf,inf,inf
267,16,3,3,2,5,2,3,16,14,8,1,3,2,False,False,15,1,4,True,16,4,True,False,True,False,3,10,True,False,TIMING,417.05,1210.95,inf,inf
268,16,2,3,1,27,9,5,9,23,7,8,3,1,True,True,5,14,1,False,5,2,True,False,True,True,2,3,True,True,OK,443.62,1103.23,295.35,599838.0
269,16,3,1,2,7,7,4,2,14,5,3,3,2,True,False,5,7,3,True,7,2,True,False,True,False,3,15,False,False,TIMING,406.58,1220.95,inf,inf
270,16,1,3,1,28,2,5,16,29,5,13,3,3,True,True,10,6,2,True,2,4,False,True,False,False,3,12,True,True,STO,425.06,inf,inf,inf
271,16,0,2,3,27,5,2,2,28,6,7,3,2,True,True,16,4,3,False,2,4,True,True,True,False,1,9,True,False,STO,431.84,inf,inf,inf
272,16,3,1,1,2,4,3,4,14,5,3,3,2,False,True,9,16,2,False,6,1,True,True,False,True,1,4,False,True,STO,428.73,inf,inf,inf
273,16,0,2,1,20,7,5,13,32,3,13,1,3,True,True,8,8,2,False,3,1,False,True,True,False,0,12,True,False,TIMING,395.77,1654.86,inf,inf
274,1,2,2,2,32,13,5,16,25,1,13,1,1,True,False,6,9,4,True,2,3,True,False,True,False,2,4,False,True,OK,347.15,908.11,346.41,552756.0
275,11,3,2,3,28,8,7,2,3,6,8,2,1,True,True,11,16,4,False,1,1,False,True,False,False,0,1,False,True,STO,377.56,inf,inf,inf
276,12,1,1,2,1,1,2,14,20,6,4,1,2,True,True,5,14,4,True,14,4,False,True,True,True,3,13,True,True,TIMING,411.42,1757.8,inf,inf
277,16,1,2,1,21,3,7,12,13,8,13,2,1,False,True,8,13,3,False,3,2,True,True,False,False,2,16,False,True,TIMING,405.63,1717.63,inf,inf
278,14,2,1,3,9,6,3,16,5,6,13,3,3,False,False,6,7,4,True,3,3,True,False,False,False,2,3,False,True,OK,324.17,977.23,366.24,609426.0
279,16,3,1,2,31,9,3,10,9,7,13,2,3,True,True,7,15,1,False,14,3,True,True,True,True,2,12,True,False,TIMING,366.7,1775.31,inf,inf
280,16,2,1,1,13,6,8,1,30,1,6,3,3,True,True,13,16,4,False,2,2,False,True,False,True,2,10,True,False,OK,421.13,1666.09,442.39,603636.0
281,11,0,3,2,27,7,6,2,6,6,8,2,1,False,True,14,16,4,True,13,3,False,False,True,False,3,8,True,True,TIMING,352.64,947.02,inf,inf
282,16,1,2,3,30,12,2,8,25,1,13,1,3,False,True,13,13,1,False,1,3,True,True,True,False,1,5,False,True,TIMING,412.84,1683.81,inf,inf
283,16,2,1,1,9,2,7,8,26,7,8,1,1,False,False,11,6,3,False,3,1,False,False,True,True,2,12,False,True,OK,342.94,913.79,337.12,616298.0
284,16,2,1,3,16,3,2,14,26,4,12,1,3,False,True,8,10,3,False,6,4,False,True,True,True,0,1,True,False,TIMING,386.74,1786.43,inf,inf
285,1,2,2,3,9,13,8,1,32,8,13,2,3,True,False,16,16,1,True,1,4,False,False,False,False,2,4,True,True,OK,355.43,861.2,355.61,525710.0
286,14,1,1,3,18,7,7,1,21,8,13,2,3,False,True,15,8,2,True,13,3,True,True,False,False,0,6,True,False,TIMING,389.78,1756.0,inf,inf
287,16,1,2,2,31,2,2,8,27,4,12,1,1,False,False,14,14,1,False,2,3,True,False,True,True,0,13,False,True,TIMING,313.35,885.36,inf,inf
288,16,2,3,3,19,1,5,10,18,1,9,1,1,False,True,7,12,1,True,10,1,True,False,True,True,0,15,False,True,TIMING,335.29,862.73,inf,inf
289,16,1,2,1,15,13,5,7,2,1,12,3,2,True,True,16,10,2,False,4,3,True,True,False,False,1,6,True,False,TIMING,422.75,1771.7,inf,inf
290,13,0,1,1,22,3,2,6,15,2,7,3,2,True,False,2,16,1,False,4,3,False,False,False,True,0,2,True,False,TIMING,388.81,973.83,inf,inf
291,16,0,1,1,1,1,1,5,32,5,13,2,1,True,False,11,16,3,True,1,2,False,True,True,False,0,16,True,True,TIMING,388.86,1674.0,inf,inf
292,16,1,2,2,11,4,5,14,32,6,3,2,1,False,False,12,1,1,False,1,2,False,False,True,False,0,1,True,True,TIMING,369.32,950.83,inf,inf
293,13,3,1,2,21,2,8,13,18,2,2,1,2,True,False,1,2,3,False,15,4,False,True,True,False,1,15,False,False,TIMING,388.61,1783.43,inf,inf
294,16,3,3,3,9,10,7,7,16,6,12,1,2,False,True,12,8,2,False,2,1,True,True,False,False,1,4,False,True,TIMING,414.38,1725.87,inf,inf
295,16,0,3,2,24,1,8,7,11,5,4,2,3,True,True,6,2,2,True,2,1,False,False,True,True,0,8,True,False,TIMING,364.72,929.2,inf,inf
296,3,3,2,1,14,1,7,4,28,1,13,1,1,True,True,7,9,2,False,12,4,True,False,True,True,2,8,True,False,TIMING,375.34,953.25,inf,inf
297,16,3,2,3,31,8,3,16,21,4,8,1,1,True,True,6,4,4,False,8,1,True,True,True,False,2,11,False,True,TIMING,403.3,1709.52,inf,inf
298,7,0,2,1,28,2,8,8,15,6,12,1,3,True,True,10,16,1,False,10,2,True,False,False,True,2,8,False,True,TIMING,375.37,991.33,inf,inf
299,10,3,3,3,9,11,8,4,1,3,12,1,1,True,True,13,12,1,False,7,1,False,False,False,False,2,2,True,True,TIMING,381.59,939.69,inf,inf
300,16,3,1,3,18,6,4,6,32,4,5,2,1,False,False,5,3,4,True,2,4,False,True,False,False,0,7,True,True,TIMING,405.54,1719.11,inf,inf
301,15,0,3,3,32,4,4,11,29,8,9,2,1,False,True,9,15,1,False,12,1,True,True,True,False,0,1,True,False,STO,412.68,inf,inf,inf
302,6,2,1,1,11,13,7,1,13,1,3,1,1,False,True,10,3,1,False,2,4,False,False,True,True,2,10,False,False,OK,369.16,919.66,349.54,515450.0
303,9,2,3,3,27,3,7,12,27,7,13,1,1,True,True,11,9,1,True,7,4,False,False,True,False,2,4,False,True,OK,364.17,894.23,346.37,598798.0
304,7,2,3,1,28,13,1,16,29,3,8,1,3,True,False,10,13,1,True,3,4,False,False,True,False,2,12,True,False,OK,368.77,905.83,360.8,563246.0
305,16,2,1,1,17,2,6,10,10,7,8,2,3,True,True,3,12,4,True,7,2,False,False,True,True,2,15,True,False,OK,351.11,927.03,367.5,612410.0
306,15,1,3,2,10,13,1,16,27,1,13,1,3,True,False,5,13,4,True,1,2,False,False,True,False,3,9,True,True,TIMING,356.24,926.26,inf,inf
307,13,1,1,3,23,13,4,12,27,1,5,2,2,True,False,16,2,2,True,4,2,True,True,True,True,1,3,True,False,STO,401.38,inf,inf,inf
308,10,0,1,1,2,4,8,16,26,3,8,1,1,False,True,1,8,1,False,1,2,False,False,False,False,0,3,True,True,TIMING,355.6,864.09,inf,inf
309,3,1,3,1,7,7,1,16,24,7,10,1,3,True,True,10,3,4,True,6,1,True,False,False,True,1,5,False,False,OK,354.74,944.78,401.78,449102.0
310,10,2,1,3,15,13,3,7,4,8,13,3,3,True,False,16,11,1,False,2,3,False,False,False,False,2,16,True,True,RTO,356.29,857.27,283.68,inf
311,10,1,2,1,24,3,5,16,8,6,9,2,1,False,False,13,13,3,False,1,3,False,False,True,False,1,8,True,True,OK,357.41,957.99,416.67,469704.0
312,8,1,1,1,1,12,3,16,32,1,5,3,1,False,True,16,4,4,False,11,3,False,False,False,False,0,1,False,True,TIMING,362.59,849.68,inf,inf
313,2,2,2,3,9,13,8,1,20,4,11,3,3,True,False,15,12,4,True,5,4,True,True,True,True,2,4,False,False,OK,379.65,1733.17,412.61,612168.0
314,16,2,2,1,1,13,8,16,1,1,1,3,2,True,False,16,1,2,False,1,2,False,False,True,True,2,9,False,False,RE1,356.16,862.32,352.21,inf
315,16,0,3,2,8,11,6,16,30,7,5,1,2,False,True,10,4,4,False,7,4,True,False,False,False,3,1,False,False,TIMING,363.51,902.99,inf,inf
316,4,3,1,1,25,12,2,10,30,1,4,2,3,False,False,8,9,1,False,2,4,False,False,False,False,2,9,False,False,TIMING,377.34,947.39,inf,inf
317,10,2,2,1,17,13,8,5,10,6,8,2,1,False,True,9,11,2,False,10,3,False,True,True,False,2,16,False,True,OK,401.13,1750.23,432.59,565100.0
318,7,3,1,3,3,9,2,16,24,2,12,3,2,False,True,15,1,2,True,12,2,True,True,True,False,0,11,True,True,TIMING,400.34,1754.65,inf,inf
319,13,3,3,1,30,1,8,1,28,8,9,2,3,True,False,6,15,4,False,14,2,True,True,True,False,3,9,True,False,TIMING,406.42,1646.5,inf,inf
320,4,2,1,1,21,9,4,16,29,6,3,1,1,True,True,3,4,4,True,13,2,False,True,False,True,2,12,False,True,OK,407.23,1776.03,446.66,613726.0
321,1,1,1,1,1,12,8,16,32,1,13,3,3,False,True,1,16,4,False,14,1,True,True,True,False,2,16,False,False,TIMING,367.16,1783.97,inf,inf
322,7,2,2,3,29,6,7,7,26,4,8,2,3,False,True,6,7,2,True,12,3,False,True,False,True,2,13,True,False,OK,422.91,1793.55,447.05,603134.0
323,11,2,2,2,29,9,8,7,10,4,8,1,3,True,False,3,3,4,False,13,3,False,False,True,False,2,8,True,True,OK,344.4,948.59,339.65,596718.0
324,2,2,3,2,14,8,7,2,16,7,12,2,2,False,False,9,6,4,False,14,2,False,True,False,False,2,11,False,True,OK,412.14,1720.11,418.1,604064.0
325,15,2,2,2,32,13,8,16,1,1,13,3,1,True,False,16,16,1,True,16,4,True,False,False,True,2,1,True,True,OK,365.01,913.59,338.22,542826.0
326,2,0,2,1,16,5,7,13,21,3,13,1,3,False,False,1,14,1,False,1,3,True,True,False,False,2,2,False,False,STO,385.51,inf,inf,inf
327,14,2,3,1,16,3,8,16,16,3,10,2,3,False,True,14,8,3,True,5,3,False,False,False,True,2,2,False,True,OK,377.77,920.1,348.74,626274.0
328,11,2,1,2,24,2,5,13,17,4,13,3,2,True,False,1,5,4,True,2,3,True,False,False,False,2,13,False,False,OK,340.85,903.08,392.28,610168.0
329,1,2,3,1,32,4,8,1,8,4,13,1,2,True,False,1,16,1,False,1,4,False,False,False,False,2,9,True,True,RE1,370.06,974.56,346.27,inf
330,1,2,2,3,5,12,7,5,21,6,2,1,3,True,False,14,16,3,True,1,3,False,False,False,False,2,13,False,False,OK,343.89,929.08,380.08,624782.0
331,3,2,1,1,30,6,2,16,24,5,8,3,2,False,False,15,16,3,True,3,1,False,False,True,True,2,12,True,False,OK,364.31,886.92,363.24,636092.0
332,9,1,3,1,18,7,5,16,30,3,8,3,3,True,False,4,14,2,True,1,2,False,True,False,False,1,6,True,True,TIMING,420.27,1697.85,inf,inf
333,7,2,3,1,30,7,6,5,14,4,8,2,2,False,True,15,5,4,True,5,1,True,True,False,False,2,13,True,True,OK,431.71,1736.36,433.13,613910.0
334,6,3,1,1,4,10,8,16,11,4,5,2,2,True,False,9,15,4,False,12,4,True,False,True,True,1,7,True,False,TIMING,368.84,949.22,inf,inf
335,16,2,2,3,32,9,7,12,16,3,8,3,2,True,True,4,8,1,False,14,4,False,True,True,False,2,5,True,False,TIMING,392.08,1667.61,inf,inf
