id,PIPELINE_II_SUB,KERNEL_CLOCK,UNROLL_FACTOR_EXP1,UNROLL_FACTOR_EXP2,UNROLL_FACTOR_ECB1,UNROLL_FACTOR_ECB3,UNROLL_FACTOR_ECB2,PIPELINE_II_ADDKEY,PIPELINE_II_ECB1,PIPELINE_II_ECB2,PIPELINE_II_ECB3,PIPELINE_II_EXP1,PIPELINE_II_EXP2,PIPELINE_EXP2,PIPELINE_EXP1,UNROLL_FACTOR_ADDKEY,UNROLL_FACTOR_SUB,UNROLL_FACTOR_MIX,PIPELINE_SUB,PIPELINE_II_CPKEY,PIPELINE_II_MIX,PIPELINE_ECB2,PIPELINE_ECB3,PIPELINE_ECB1,PIPELINE_ADDKEY,DATA_MOVER_CLOCK,UNROLL_FACTOR_CPKEY,PIPELINE_MIX,PIPELINE_CPKEY,state,presynth_time,synth_time,impl_time,run_time
15,3,0,3,3,25,5,8,2,26,2,13,1,3,True,True,14,3,2,False,9,2,False,False,True,True,1,11,True,True,TIMING,373.36,919.78,inf,inf
16,12,3,3,1,2,5,5,2,11,3,3,1,2,True,False,7,11,2,False,9,2,False,False,True,False,2,8,True,False,TIMING,353.94,923.91,inf,inf
17,12,1,1,2,25,13,8,1,23,6,2,2,3,False,False,6,16,4,False,1,2,True,False,True,True,2,11,True,True,TIMING,375.47,947.25,inf,inf
18,16,0,1,1,5,7,8,7,25,2,5,3,3,False,True,11,15,1,False,11,4,True,True,False,False,1,13,True,False,TIMING,411.32,1752.88,inf,inf
19,6,0,1,3,8,10,1,1,19,2,9,3,1,True,True,2,4,1,False,5,2,False,True,False,True,2,11,True,True,STO,402.62,inf,inf,inf
20,3,0,1,2,25,5,5,16,17,5,6,2,3,True,False,15,16,1,True,15,2,False,False,True,False,3,3,True,False,TIMING,361.56,891.4,inf,inf
21,10,0,1,3,7,2,1,1,4,8,12,2,3,True,True,16,15,3,True,6,2,False,False,True,False,0,13,True,True,TIMING,365.95,866.67,inf,inf
22,15,2,1,1,26,11,2,6,11,1,7,1,2,True,True,1,16,4,False,15,2,True,True,False,False,0,3,True,True,STO,427.3,inf,inf,inf
23,5,2,1,1,23,7,7,1,16,3,9,3,2,False,True,7,11,4,True,12,1,False,True,True,False,2,3,False,False,OK,394.4,1783.8,458.55,564914.0
24,5,0,1,1,10,4,4,1,30,8,10,3,2,False,True,7,14,3,False,10,2,True,False,False,True,0,14,True,True,TIMING,375.47,877.95,inf,inf
25,2,1,1,1,22,10,7,1,27,2,11,1,1,False,True,7,16,1,True,10,3,True,False,False,True,1,9,True,False,TIMING,368.97,966.77,inf,inf
26,7,2,1,1,2,11,6,9,14,5,8,3,2,False,True,10,15,1,True,9,2,True,True,False,False,0,8,False,True,TIMING,423.42,1663.94,inf,inf
27,15,3,1,2,30,2,5,8,20,8,5,1,1,False,False,2,16,2,False,12,4,False,True,False,False,3,7,False,False,STO,418.73,inf,inf,inf
28,16,1,1,2,32,1,4,1,1,8,1,2,1,False,False,1,16,4,True,16,4,False,False,True,True,2,16,True,False,TIMING,372.39,944.87,inf,inf
29,16,1,1,1,32,1,1,1,32,7,1,3,3,False,False,16,16,4,True,1,1,True,True,True,True,0,13,True,False,STO,372.55,inf,inf,inf
30,10,3,1,2,18,8,4,11,8,5,7,2,3,False,True,4,15,3,False,8,3,False,False,True,False,2,1,False,True,TIMING,370.04,941.75,inf,inf
31,2,3,1,1,4,10,7,9,7,8,13,2,3,True,True,3,15,1,True,8,3,True,True,True,False,3,2,True,False,TIMING,413.09,1795.59,inf,inf
32,3,3,1,1,5,6,2,1,12,2,6,3,2,True,False,2,16,4,False,14,2,True,False,True,True,0,10,True,False,TIMING,373.21,1042.26,inf,inf
33,9,2,3,1,9,1,7,5,29,2,4,1,2,False,True,1,6,2,False,15,3,True,True,False,False,0,1,True,True,TIMING,397.3,1747.75,inf,inf
34,14,2,2,3,14,13,1,9,22,6,11,2,2,False,True,13,1,2,True,7,2,False,True,True,False,3,1,False,True,TIMING,392.35,1672.62,inf,inf
35,8,3,1,2,24,1,4,6,1,5,12,3,1,True,False,5,9,2,True,13,2,False,True,True,True,0,1,True,False,TIMING,406.76,1740.03,inf,inf
36,13,2,2,2,1,13,8,2,8,5,13,2,2,True,True,8,13,1,False,7,3,False,True,False,True,1,1,True,False,TIMING,402.41,1693.07,inf,inf
37,1,1,3,3,4,13,8,16,1,1,1,2,1,False,True,1,1,2,False,4,2,False,False,False,False,0,1,True,False,TIMING,374.87,883.97,inf,inf
38,15,3,3,3,5,3,1,1,7,8,4,2,2,False,True,4,6,2,True,2,4,False,True,False,False,3,1,False,True,TIMING,405.88,1767.64,inf,inf
39,10,2,2,1,8,1,8,16,1,6,1,1,1,False,False,1,1,2,False,8,3,True,True,False,True,0,1,False,True,STO,389.96,inf,inf,inf
40,10,1,2,1,1,12,7,7,31,8,2,3,1,True,True,7,7,1,False,11,3,False,True,False,False,1,1,False,True,TIMING,411.85,1686.31,inf,inf
41,10,2,1,3,21,4,5,3,16,6,4,3,2,True,False,16,9,3,False,7,1,True,True,False,True,0,1,True,True,TIMING,386.59,1743.27,inf,inf
42,9,3,2,3,12,7,1,14,32,5,6,3,3,True,True,1,16,4,False,7,1,False,True,True,False,2,1,False,False,TIMING,408.27,1734.85,inf,inf
43,2,3,3,1,7,9,8,12,30,1,13,2,3,True,False,1,12,1,False,5,2,True,False,True,True,1,1,False,False,TIMING,367.75,977.35,inf,inf
44,2,1,2,2,12,12,1,13,24,1,9,1,2,False,True,2,2,2,False,12,1,True,False,True,True,2,1,False,False,TIMING,369.79,963.31,inf,inf
45,6,3,3,1,15,12,7,9,11,3,10,1,2,True,False,1,3,4,True,11,1,True,False,True,False,2,1,False,False,TIMING,367.71,923.93,inf,inf
46,14,2,3,1,22,2,4,5,27,8,5,3,3,False,True,1,16,4,False,11,1,False,True,True,True,1,1,True,True,TIMING,406.36,1632.24,inf,inf
47,7,1,1,3,1,11,5,1,17,8,7,2,3,False,False,16,7,2,False,11,2,False,True,False,True,3,1,True,False,TIMING,407.39,1739.53,inf,inf
48,12,1,2,1,11,13,3,8,6,2,1,3,2,True,True,11,3,4,False,5,2,True,False,False,False,3,1,False,False,TIMING,368.68,964.08,inf,inf
49,6,1,2,3,21,8,1,1,10,3,7,3,1,True,True,7,11,3,True,13,1,True,False,False,True,0,12,False,True,TIMING,362.32,911.24,inf,inf
50,7,2,2,1,18,2,6,1,17,5,1,2,3,True,True,1,13,2,True,10,1,False,False,False,True,1,11,True,False,TIMING,362.32,946.59,inf,inf
51,1,1,3,1,18,6,3,1,20,6,8,2,3,False,False,13,15,4,False,9,1,True,False,False,True,1,10,True,True,OK,385.53,954.69,452.44,442548.0
52,13,0,1,2,26,7,6,1,20,2,1,3,1,False,False,16,10,3,True,14,2,False,True,True,True,2,12,False,True,TIMING,388.67,1672.75,inf,inf
53,14,0,1,2,9,6,6,1,3,1,10,3,1,True,False,16,12,2,True,15,1,False,False,True,True,1,1,False,False,TIMING,366.28,935.1,inf,inf
54,6,0,1,3,1,4,1,1,20,1,2,3,1,True,True,12,8,3,False,12,1,True,False,False,False,0,5,False,False,TIMING,362.57,868.18,inf,inf
55,12,0,1,3,11,2,8,1,20,1,12,1,2,False,True,13,15,1,False,15,1,True,False,False,True,1,11,False,False,TIMING,343.78,1005.01,inf,inf
56,1,1,3,2,29,10,1,1,17,4,10,2,3,True,False,9,15,3,True,11,2,True,False,False,True,0,16,False,False,TIMING,362.55,909.96,inf,inf
57,9,2,1,2,8,1,6,1,4,6,9,2,3,False,False,1,11,3,False,9,4,False,True,False,False,0,9,True,False,TIMING,388.67,1703.47,inf,inf
58,6,2,1,2,20,5,6,1,14,5,6,2,1,False,True,13,14,3,False,12,1,False,False,True,False,0,3,False,False,TIMING,395.23,880.64,inf,inf
59,4,0,1,1,28,12,2,1,16,2,5,3,2,False,True,14,2,4,False,6,1,True,False,False,True,3,5,True,True,TIMING,394.84,930.49,inf,inf
60,1,2,1,3,25,8,8,1,31,2,13,2,1,False,False,1,11,3,True,1,4,False,True,False,False,1,12,False,False,TIMING,409.87,1625.59,inf,inf
61,10,0,3,2,8,8,8,1,13,1,6,1,3,True,True,15,16,1,False,15,4,False,False,False,True,2,1,False,True,TIMING,384.48,1061.56,inf,inf
62,14,1,2,2,25,13,8,1,1,1,12,2,3,True,False,1,1,4,True,5,1,False,False,True,True,3,16,False,False,TIMING,383.64,1188.26,inf,inf
63,8,1,1,2,28,13,6,1,27,6,8,3,3,True,False,10,5,2,False,16,4,True,False,True,False,0,5,True,False,TIMING,384.77,1174.11,inf,inf
64,16,3,2,3,12,12,1,1,1,3,11,3,1,False,False,1,1,3,False,1,1,True,True,False,False,2,15,False,True,STO,383.59,inf,inf,inf
65,6,2,3,1,27,12,7,5,25,4,9,3,2,True,False,13,6,4,False,2,4,False,False,False,False,1,15,False,False,TIMING,397.43,903.34,inf,inf
66,14,1,3,3,2,5,4,11,29,8,10,3,2,False,False,9,10,4,False,13,3,True,True,False,True,0,14,True,True,STO,435.27,inf,inf,inf
67,3,3,3,1,15,8,3,1,16,3,13,2,1,True,True,8,11,4,False,10,2,False,False,False,False,3,2,False,False,TIMING,377.6,871.61,inf,inf
68,16,2,2,1,30,13,8,7,21,8,11,1,1,True,False,16,4,4,True,16,4,True,True,False,False,0,3,False,True,STO,391.12,inf,inf,inf
69,16,2,3,1,27,11,4,3,5,1,6,2,3,False,False,13,11,4,True,3,4,True,False,False,True,0,8,True,True,TIMING,383.89,894.02,inf,inf
70,14,1,3,2,16,8,2,10,7,4,13,1,3,False,False,5,10,4,True,13,3,False,True,False,False,0,8,True,True,TIMING,401.7,1715.23,inf,inf
71,15,2,3,1,18,2,1,13,17,1,9,1,2,True,False,1,3,4,True,4,4,False,True,False,False,3,4,False,True,TIMING,435.26,1679.76,inf,inf
72,7,1,3,3,12,8,1,2,7,2,1,1,2,True,False,8,15,4,True,8,3,False,True,False,True,1,11,False,False,TIMING,434.69,1665.86,inf,inf
73,8,2,3,1,26,9,4,12,24,8,12,3,1,True,False,1,6,4,True,1,3,True,True,False,False,2,11,True,False,STO,449.38,inf,inf,inf
74,1,1,3,2,1,6,1,1,16,1,12,2,3,True,False,16,16,4,False,1,1,True,True,False,False,2,1,True,False,TIMING,401.91,1691.23,inf,inf
75,10,3,3,3,9,3,7,2,11,1,9,2,2,True,False,8,13,4,True,7,1,False,True,False,False,0,11,False,True,STO,395.09,inf,inf,inf
76,15,0,3,3,30,13,7,15,14,4,11,1,2,False,False,3,4,4,False,16,2,True,False,False,True,2,12,False,False,TIMING,376.46,1226.0,inf,inf
77,14,0,3,1,1,6,1,15,18,8,11,2,1,False,True,14,10,4,True,8,4,False,True,False,True,3,1,False,True,STO,417.52,inf,inf,inf
78,5,3,3,3,20,2,7,6,28,1,12,3,3,False,True,1,12,4,False,4,2,False,True,False,True,2,2,True,True,STO,406.05,inf,inf,inf
79,7,3,3,2,14,11,2,4,25,1,13,2,2,False,True,14,1,4,False,6,2,True,True,False,False,2,5,False,True,TIMING,426.31,1676.09,inf,inf
80,8,1,3,1,9,5,7,12,3,1,13,2,2,False,False,7,6,4,False,10,3,False,True,False,False,3,8,True,False,STO,425.74,inf,inf,inf
81,9,2,3,1,3,3,5,14,18,5,4,2,2,False,False,1,1,4,False,7,4,False,False,True,False,1,14,True,True,TIMING,361.27,896.19,inf,inf
82,1,0,3,3,22,11,2,1,28,8,7,1,1,True,False,15,16,3,False,10,4,False,True,True,True,1,4,True,True,TIMING,402.87,1713.52,inf,inf
83,2,2,1,1,1,13,1,1,20,5,9,1,3,True,False,7,15,2,True,2,2,False,True,True,False,1,4,False,False,TIMING,395.5,1725.27,inf,inf
84,13,0,1,1,1,4,2,1,17,2,1,1,2,False,False,12,5,4,False,12,1,False,True,False,True,3,3,True,False,TIMING,386.4,1792.3,inf,inf
85,10,3,2,1,20,1,6,3,29,7,12,3,3,False,True,2,15,2,False,3,1,False,False,False,True,0,6,False,False,TIMING,362.08,889.67,inf,inf
86,4,3,1,2,7,11,8,1,17,3,4,1,1,False,False,11,4,3,False,16,2,False,True,False,False,0,5,False,False,TIMING,395.99,1805.62,inf,inf
87,12,1,2,1,21,4,8,1,26,5,5,3,1,False,True,16,12,1,False,10,1,True,False,False,False,3,16,False,True,TIMING,362.33,915.65,inf,inf
88,7,3,2,1,2,13,7,1,16,3,7,1,3,True,False,10,16,2,True,15,1,False,False,True,True,0,3,True,False,TIMING,379.74,878.93,inf,inf
89,8,3,3,1,22,10,3,11,11,8,9,1,2,False,True,1,16,3,False,5,1,False,True,False,True,2,10,True,False,TIMING,357.45,880.96,inf,inf
90,1,3,1,3,14,12,4,1,10,8,9,2,1,True,False,1,16,4,True,1,4,True,False,True,False,1,14,True,True,TIMING,371.86,896.02,inf,inf
91,9,3,1,3,10,3,4,1,12,7,6,1,2,True,False,16,16,1,True,8,4,True,False,False,True,3,12,True,True,TIMING,367.71,946.28,inf,inf
92,1,2,1,1,11,8,3,4,19,8,13,2,3,False,True,14,3,4,False,10,1,False,False,False,True,0,1,True,False,TIMING,367.66,847.45,inf,inf
93,11,1,2,1,18,5,1,1,15,1,8,3,2,False,False,16,5,3,True,4,1,True,False,False,True,1,15,True,False,TIMING,356.12,935.33,inf,inf
94,14,3,2,1,12,7,8,1,21,6,12,1,1,False,False,4,7,2,False,4,3,False,True,False,True,1,12,False,False,STO,385.01,inf,inf,inf
95,13,2,3,1,32,7,1,10,22,5,11,2,2,False,False,9,14,4,False,5,1,True,True,False,True,1,13,True,True,TIMING,415.05,1755.57,inf,inf
96,4,0,3,1,27,13,6,1,17,4,4,1,1,False,False,1,5,3,False,16,1,False,False,False,False,3,3,False,False,TIMING,368.2,908.28,inf,inf
97,7,1,1,3,6,13,8,2,26,4,10,2,1,False,True,12,8,2,True,14,3,False,False,True,False,2,6,True,False,TIMING,374.63,880.08,inf,inf
98,4,0,1,1,31,7,3,1,17,2,10,1,2,False,False,5,12,2,True,4,1,True,False,True,True,2,1,True,True,TIMING,376.8,958.56,inf,inf
99,5,0,1,3,31,10,6,1,5,5,8,2,3,True,True,8,12,2,False,10,3,False,False,True,True,3,8,True,True,TIMING,374.04,935.44,inf,inf
100,16,3,3,2,32,13,1,1,1,1,13,2,3,True,False,16,16,2,True,16,2,True,True,True,True,0,16,False,False,TIMING,425.04,1803.89,inf,inf
101,7,3,3,3,17,11,2,1,12,5,13,1,1,True,True,10,3,2,False,13,3,True,True,False,True,3,14,False,False,TIMING,405.27,1799.43,inf,inf
102,4,3,3,2,19,4,8,1,18,1,10,2,3,False,True,14,12,1,False,2,4,False,True,True,False,0,12,True,False,TIMING,405.18,1727.86,inf,inf
103,10,1,1,2,26,8,8,1,4,5,9,3,1,True,True,6,9,1,False,6,3,False,True,True,False,0,14,True,False,STO,413.58,inf,inf,inf
104,2,2,3,1,24,1,6,1,14,4,9,3,2,True,False,3,14,1,False,3,2,False,True,True,False,2,11,True,False,OK,415.44,1627.81,459.62,610678.0
105,7,0,3,3,3,5,6,9,23,8,4,3,3,False,False,1,15,4,False,14,1,True,True,False,True,0,13,True,True,TIMING,407.23,1650.82,inf,inf
106,9,1,1,1,18,7,4,1,30,2,8,1,2,False,False,13,12,2,True,7,2,False,True,True,True,0,14,False,True,TIMING,402.48,1759.49,inf,inf
107,16,2,2,2,32,11,8,1,1,1,13,2,1,True,False,16,13,2,False,16,2,True,False,True,True,0,1,False,False,TIMING,374.92,940.66,inf,inf
108,11,0,3,1,28,4,6,1,12,1,11,3,1,False,True,13,4,4,True,8,1,True,True,True,False,1,4,False,True,TIMING,405.03,1731.6,inf,inf
109,9,2,1,2,25,12,8,1,7,6,9,3,3,True,False,15,10,4,False,1,2,False,True,True,False,2,11,True,True,OK,414.51,1798.65,429.11,564976.0
110,5,3,2,1,11,9,8,1,9,3,8,2,3,True,True,9,5,2,True,4,3,False,True,False,False,3,7,False,False,TIMING,423.61,1664.73,inf,inf
111,2,3,3,2,32,2,2,1,27,3,10,1,2,True,True,7,10,1,True,5,2,False,True,False,False,2,10,False,True,TIMING,394.54,1754.52,inf,inf
112,14,3,2,3,29,12,7,1,29,6,7,3,2,True,True,16,16,2,True,2,3,False,True,True,False,0,1,True,False,TIMING,394.55,1742.37,inf,inf
113,3,1,2,1,24,7,4,9,14,6,9,2,3,True,True,7,13,4,False,6,3,True,False,False,True,1,3,False,False,TIMING,358.39,899.58,inf,inf
114,3,1,2,1,24,8,2,1,10,4,2,1,2,False,False,14,16,4,False,2,4,True,True,False,True,0,13,False,True,STO,394.69,inf,inf,inf
115,11,3,3,1,23,1,1,6,5,6,13,1,3,True,True,1,14,3,False,2,2,True,False,False,True,0,13,False,False,TIMING,383.56,973.25,inf,inf
116,4,0,3,1,23,9,3,10,15,8,4,2,1,False,False,6,7,1,True,9,4,True,False,True,False,1,3,True,False,TIMING,383.58,919.37,inf,inf
117,13,2,3,1,8,1,7,8,21,2,12,1,1,True,True,5,7,1,False,9,3,True,False,False,False,0,9,False,False,TIMING,356.68,939.7,inf,inf
118,5,3,1,3,17,1,4,1,22,7,9,1,3,False,True,8,15,1,True,4,4,True,True,True,True,2,1,False,True,TIMING,401.0,1736.06,inf,inf
119,5,2,3,3,7,1,6,4,28,6,11,1,2,False,False,11,6,1,False,4,1,True,False,True,False,0,16,False,True,TIMING,381.69,895.71,inf,inf
120,16,3,3,2,6,1,7,1,5,8,5,2,1,True,True,11,10,1,True,13,4,True,False,False,False,2,1,True,True,TIMING,372.86,938.9,inf,inf
121,8,1,3,1,13,1,3,8,1,8,7,1,1,True,False,3,3,1,True,9,2,True,False,False,False,2,7,False,True,TIMING,382.69,938.85,inf,inf
122,10,1,1,1,23,3,4,8,17,1,12,3,1,True,False,13,14,3,False,2,4,False,True,True,True,2,11,False,False,TIMING,387.47,1813.17,inf,inf
123,1,0,3,2,19,1,6,8,15,7,13,3,3,False,True,1,3,1,False,5,2,False,False,True,False,0,11,True,True,TIMING,383.83,910.18,inf,inf
124,1,2,1,2,32,1,8,1,1,1,4,1,1,True,False,16,1,1,False,12,3,True,True,False,False,0,16,True,False,TIMING,437.27,1731.09,inf,inf
125,3,1,3,1,22,13,4,1,16,7,6,1,1,False,False,16,16,4,False,1,1,False,False,False,False,1,9,True,True,TIMING,380.52,1008.74,inf,inf
126,8,1,3,3,22,1,7,7,3,4,3,1,2,False,False,12,12,1,True,1,4,True,False,False,False,1,13,True,False,TIMING,363.04,908.47,inf,inf
127,8,2,1,2,22,10,6,1,5,7,3,1,1,False,True,10,5,4,False,1,4,False,False,False,False,3,6,True,False,TIMING,354.1,959.88,inf,inf
128,3,0,1,3,13,13,3,1,32,5,7,2,3,False,False,4,2,4,False,3,4,False,True,True,False,1,7,True,True,TIMING,354.1,939.26,inf,inf
129,11,0,3,1,15,1,8,2,3,5,9,3,1,False,False,10,4,4,False,15,1,True,False,False,True,3,9,True,False,TIMING,358.0,1108.31,inf,inf
130,14,1,2,3,32,6,8,5,4,2,3,3,3,False,False,9,8,2,True,12,1,True,False,True,True,3,15,True,False,TIMING,360.29,1163.37,inf,inf
131,6,1,3,1,4,1,8,1,1,2,9,3,1,False,True,7,15,3,True,6,1,False,True,True,False,2,4,True,False,TIMING,388.86,1811.98,inf,inf
132,14,0,3,2,29,7,8,5,13,4,3,3,1,False,True,5,13,2,False,14,2,False,False,True,False,3,7,False,False,TIMING,357.95,1131.98,inf,inf
133,2,2,2,2,13,4,6,2,23,5,6,2,1,False,True,3,15,4,True,6,2,False,True,True,True,0,12,False,False,STO,383.85,inf,inf,inf
134,2,2,3,1,28,4,8,9,12,1,6,3,2,True,False,15,15,4,False,2,2,True,False,True,False,2,7,True,False,OK,361.37,1099.85,321.1,599646.0
135,2,3,2,2,15,2,6,10,15,5,10,3,1,True,False,7,16,3,True,6,3,False,False,True,False,2,9,False,False,TIMING,359.41,1096.63,inf,inf
136,10,0,3,1,17,11,2,11,17,6,2,3,1,False,False,3,12,4,False,16,4,False,False,False,False,2,12,False,False,TIMING,357.76,1123.54,inf,inf
137,3,1,3,1,8,8,8,1,14,4,3,3,3,True,True,14,10,4,False,13,2,False,False,False,False,2,11,True,True,TIMING,361.11,1076.54,inf,inf
138,15,3,3,1,27,4,1,1,7,1,8,3,1,True,True,14,11,2,False,14,3,False,False,False,True,2,3,False,False,TIMING,358.4,1109.36,inf,inf
139,14,3,1,1,17,3,4,3,7,7,7,3,1,True,False,14,11,4,True,10,1,True,False,True,True,3,6,False,False,TIMING,361.28,1126.82,inf,inf
140,8,1,1,1,3,6,2,9,14,8,2,3,3,False,False,8,12,3,False,16,2,True,False,False,False,3,7,False,False,TIMING,362.15,1158.36,inf,inf
141,4,2,1,1,24,10,3,10,2,2,13,3,3,False,False,3,14,4,False,13,3,True,True,False,False,3,3,False,False,STO,395.68,inf,inf,inf
142,7,0,2,2,12,5,5,1,4,3,12,2,1,False,False,6,16,1,False,12,2,True,False,False,True,0,10,True,False,TIMING,356.91,950.15,inf,inf
143,13,3,2,3,18,1,7,5,14,4,7,3,3,True,False,2,16,3,True,15,4,True,False,True,True,2,5,False,False,TIMING,356.63,1123.65,inf,inf
144,2,3,3,2,17,11,2,9,13,6,3,3,1,True,True,8,14,2,True,1,3,True,False,True,True,3,12,True,False,TIMING,356.48,1161.57,inf,inf
145,7,0,2,2,26,5,4,10,27,6,12,2,1,False,True,13,10,4,True,8,3,True,True,False,True,1,6,True,False,TIMING,323.37,1451.44,inf,inf
146,12,2,3,3,32,7,8,16,2,1,3,2,1,True,False,5,14,3,True,4,3,False,True,True,True,3,4,False,True,TIMING,331.38,1554.82,inf,inf
147,1,3,3,2,32,1,8,16,1,1,7,3,1,True,False,1,1,2,False,1,4,False,True,False,False,3,16,True,False,TIMING,351.5,1536.43,inf,inf
148,5,3,1,1,23,10,8,6,32,1,11,2,2,True,True,6,16,4,False,15,1,False,False,True,True,3,15,True,False,TIMING,325.45,826.53,inf,inf
149,6,0,3,2,27,9,3,13,7,5,9,1,2,False,True,5,6,3,False,15,1,False,True,True,True,0,7,False,False,TIMING,268.18,756.43,inf,inf
150,9,1,3,1,29,6,7,2,27,3,10,1,2,False,False,6,15,4,False,15,4,False,True,False,False,2,8,True,False,TIMING,314.31,1688.7,inf,inf
151,1,3,2,1,31,9,6,9,25,8,2,2,3,False,False,9,13,4,True,4,2,False,True,True,False,3,9,True,False,TIMING,355.0,1575.57,inf,inf
152,15,2,3,1,26,8,8,5,21,4,7,2,3,True,True,15,7,4,False,1,4,False,True,False,True,1,8,True,False,TIMING,351.5,1496.02,inf,inf
153,1,2,3,1,32,1,1,13,1,8,10,3,1,False,False,1,13,4,False,3,1,True,True,False,False,1,13,False,False,TIMING,365.84,1536.54,inf,inf
154,2,1,2,1,18,12,7,13,9,6,5,2,3,False,False,12,15,4,True,8,3,True,False,False,True,3,15,True,True,TIMING,326.43,797.48,inf,inf
155,5,2,3,2,20,7,8,8,23,5,5,3,1,False,False,15,10,4,False,14,1,True,False,True,False,1,14,True,True,TIMING,326.17,805.83,inf,inf
156,3,1,2,3,24,6,4,10,19,6,7,3,2,False,True,6,14,4,True,8,3,False,True,True,True,1,6,False,False,TIMING,351.87,1539.92,inf,inf
157,12,3,3,2,30,3,8,3,16,3,7,1,2,False,True,11,15,3,False,13,3,True,True,True,True,3,9,False,False,TIMING,351.84,1480.54,inf,inf
158,15,3,2,2,29,3,7,13,18,4,2,3,1,True,True,10,1,1,True,1,1,True,False,False,False,2,4,True,True,TIMING,293.91,806.33,inf,inf
159,12,2,2,1,31,7,6,13,17,4,7,3,2,True,False,14,8,4,True,4,3,False,False,False,False,2,3,True,True,OK,325.83,814.39,302.39,621164.0
160,8,1,1,1,23,13,8,15,20,7,5,2,2,True,False,15,6,1,True,1,1,False,False,False,False,3,1,False,False,TIMING,291.13,838.76,inf,inf
161,1,2,2,3,14,2,7,5,14,3,13,3,3,False,True,15,9,4,False,2,4,False,False,True,False,2,13,True,True,OK,325.79,892.49,293.9,570922.0
162,11,0,1,1,29,7,2,14,16,8,10,3,3,True,True,14,7,1,True,3,4,True,True,True,False,3,8,True,False,TIMING,315.28,1517.15,inf,inf
163,1,0,1,1,15,11,1,11,24,7,13,2,3,False,True,13,16,4,False,15,2,False,True,False,True,1,7,False,True,TIMING,327.18,1720.97,inf,inf
164,12,0,1,1,32,12,7,8,12,1,10,3,2,True,False,13,16,4,False,3,4,False,False,True,True,3,1,True,True,TIMING,324.36,832.09,inf,inf
165,9,3,3,3,29,12,1,14,11,1,7,1,3,True,False,16,11,4,True,6,3,False,True,False,True,1,16,False,True,TIMING,309.37,1711.22,inf,inf
