id,DATA_MOVER_SHARING,CONVOLVERS,KERNEL_CLOCK,IMPL_STRATEGY,DATA_MOVER_CLOCK,CLOCK_UNCERTAINTY,state,presynth_time,synth_time,impl_time,run_time
1311,1,1,1,15,1,63.653292591391356,OK,539.47,622.63,316.42,1722016244.0
1312,3,2,2,18,2,38.84091415810633,OK,645.8,660.1,308.0,1394923178.0
1313,3,1,2,22,2,21.417031202988213,OK,529.07,646.59,272.55,1917797928.0
1314,2,2,2,9,2,41.26871318409569,OK,633.84,645.59,323.43,1405858442.0
1315,3,1,2,4,2,50.044192933328645,OK,521.12,659.13,277.98,2004962962.0
1316,1,1,2,22,2,19.113787365286218,OK,533.96,645.72,282.45,1917890526.0
1317,1,1,1,21,1,62.4762417337754,OK,524.82,632.77,306.76,1721360844.0
1318,2,1,1,13,1,53.037780050408315,OK,533.16,607.27,317.45,1646060144.0
1319,1,2,2,13,2,24.068703904736545,OK,635.33,650.32,293.58,1383667832.0
1320,2,1,2,10,2,29.725201501033304,OK,526.47,623.11,299.92,1938315986.0
1321,3,1,1,2,1,56.71768047643935,OK,537.33,675.81,310.49,1646052920.0
1322,2,2,2,3,2,71.71022869402957,OK,642.05,648.66,322.69,1510743812.0
1323,1,2,2,5,2,43.12602053825651,OK,620.69,610.94,318.04,1405851594.0
1324,3,2,2,2,2,54.89554021590977,OK,625.7,626.99,302.62,1440951200.0
1325,3,1,2,17,2,31.44039239267983,OK,531.54,643.21,291.02,1938316716.0
1326,2,2,2,15,2,65.04321469967559,OK,630.36,661.36,313.82,1498582762.0
1327,2,1,2,12,2,35.49518243039128,OK,527.98,613.15,281.7,1939478860.0
1328,0,2,1,1,1,17.721069341745064,TIMING,620.28,681.98,inf,inf
1329,3,1,1,26,1,56.102233506209195,OK,538.03,671.16,311.62,1644629842.0
1330,1,2,2,3,2,20.568686530638036,OK,660.22,612.99,306.06,1383715544.0
1331,3,2,2,14,2,89.48603463923878,OK,682.01,691.11,354.07,1870563494.0
1332,2,2,2,20,2,46.51316693635909,OK,660.0,639.98,292.79,1407806028.0
1333,2,2,2,16,2,41.301859029632126,OK,620.12,627.8,317.87,1405874470.0
1334,2,2,2,9,2,19.341882188093585,OK,656.22,646.1,308.98,1383758360.0
1335,3,2,2,12,2,61.31565843991357,OK,655.19,615.32,304.37,1483181304.0
1336,0,2,2,12,2,55.49995931537859,OK,617.73,638.33,308.55,1440994192.0
1337,1,1,1,16,1,55.39953465669261,OK,537.41,667.95,318.07,1644722446.0
1338,1,2,2,5,2,77.89274456465633,OK,640.39,661.31,337.91,1576422130.0
1339,2,1,2,20,2,58.86309638046217,OK,543.12,664.55,293.8,2054666560.0
1340,2,2,2,9,2,80.24826222800202,OK,645.69,659.74,357.92,1672128800.0
1341,0,1,2,2,2,11.77762607371347,OK,536.58,683.44,289.13,1897297552.0
1342,2,2,2,6,2,83.57911144079101,OK,658.38,661.07,376.48,1780165410.0
1343,1,1,1,21,1,65.06664520944848,OK,537.54,635.92,299.25,1737337884.0
1344,2,2,2,3,2,31.60836024965803,OK,644.36,659.55,302.05,1393752058.0
1345,1,2,2,18,2,38.68697161752831,OK,615.8,629.18,292.93,1394777108.0
1346,0,1,2,26,2,20.484372216123614,OK,532.1,670.95,274.2,1917819096.0
1347,3,2,2,24,2,91.83030705623659,OK,652.99,667.99,383.51,1880601314.0
1348,2,2,1,15,1,63.917098139688,OK,652.21,671.36,342.17,1263688118.0
1349,2,1,1,9,1,61.082370794789156,OK,523.27,626.25,321.74,1704164890.0
1350,0,2,2,18,2,73.9371415051159,OK,657.01,689.6,328.0,1558023530.0
1351,0,2,2,11,2,35.73944476130674,OK,637.59,664.57,302.49,1394912656.0
1352,0,1,2,2,2,14.152183400572238,OK,524.41,622.9,278.71,1917264988.0
1353,1,2,1,23,1,61.77382890061472,OK,626.25,628.37,343.31,1262610178.0
1354,1,2,2,16,2,61.722865229488896,OK,619.4,608.69,326.17,1483762360.0
1355,1,2,2,19,2,87.52263573715278,OK,645.97,679.27,358.61,1870547066.0
1356,0,1,2,18,2,12.236023360880633,OK,541.57,663.34,285.7,1897360910.0
1357,1,2,2,14,2,21.152515370664723,OK,641.24,654.7,298.33,1383759068.0
1358,1,1,2,27,2,15.412990313726727,OK,527.86,665.99,282.0,1917339046.0
1359,0,1,2,0,2,98.8949973272805,OK,533.04,632.56,318.79,2543575508.0
1360,0,2,2,8,2,26.252746363306844,TIMING,640.64,631.7,inf,inf
1361,3,1,2,27,2,4.85211924251705,OK,541.4,655.92,277.47,1897361726.0
1362,3,1,1,22,1,52.455102637573006,TIMING,539.92,604.53,inf,inf
1363,2,1,2,3,2,95.86337050320749,OK,527.1,651.76,328.28,2543526434.0
1364,3,2,2,6,2,67.47423264641576,OK,625.68,622.53,310.37,1497074284.0
1365,2,2,1,23,1,54.00246422024117,OK,647.59,640.22,374.14,1223300612.0
1366,3,1,2,9,2,41.58131410647764,OK,529.46,650.0,278.5,1961475326.0
1367,2,1,1,10,1,61.55356495200629,TIMING,529.48,632.95,inf,inf
1368,2,2,1,24,1,60.3295642238426,OK,647.58,626.43,332.08,1224867800.0
1369,1,2,2,0,2,24.205443126866083,OK,637.54,655.86,303.25,1383727184.0
1370,3,2,2,6,2,28.439429525512505,OK,622.92,618.63,296.97,1393738596.0
1371,2,1,2,8,2,31.434201480082713,OK,543.67,631.16,293.5,1938284978.0
1372,3,2,2,13,2,42.15093404061408,OK,617.94,627.07,307.88,1406002326.0
1373,1,1,2,8,2,35.097166742215826,OK,549.34,632.52,283.26,1939507006.0
1374,2,2,2,14,2,17.002161227558055,OK,616.5,614.2,287.98,1383728208.0
1375,2,1,1,19,1,20.619027743788333,OK,550.3,640.75,318.53,1549604592.0
1376,0,2,2,15,2,55.463494237631714,OK,631.95,668.81,313.44,1441050730.0
1377,2,2,2,5,2,34.707787457662754,OK,623.83,640.24,303.82,1394832810.0
1378,2,1,2,13,2,16.151784315945594,OK,529.35,671.72,287.71,1917289262.0
1379,2,2,2,20,2,53.21982460870487,OK,640.89,635.54,298.32,1429435252.0
1380,1,1,2,22,2,17.515852939256703,OK,532.79,640.19,274.72,1917429646.0
1381,2,1,2,9,2,21.138674784285527,OK,534.93,665.99,297.33,1917822888.0
1382,0,2,2,18,2,39.078074028368945,OK,635.7,638.02,300.97,1394857698.0
1383,2,2,1,25,1,63.44617630904935,OK,641.08,658.99,363.77,1263587094.0
1384,0,2,2,13,2,42.0693862383927,OK,621.31,624.09,308.6,1405824656.0
1385,1,1,2,27,2,61.21821474572723,OK,552.53,664.22,285.57,2080193796.0
1386,1,1,1,24,1,55.511561733483305,OK,525.76,656.87,318.64,1644635840.0
1387,0,1,2,7,2,21.799151700311516,OK,553.56,663.37,303.12,1917862506.0
1388,2,2,2,23,2,16.34045880769792,OK,649.62,594.05,292.06,1383721768.0
1389,1,2,2,10,2,78.98009384929287,OK,654.0,657.86,333.06,1578627688.0
1390,1,1,2,11,2,10.854243873393255,OK,527.67,651.91,289.44,1897319564.0
1391,2,2,1,14,1,52.57844231233657,OK,646.72,633.57,326.69,1224014856.0
1392,1,1,1,20,1,60.88155094072062,OK,529.48,631.36,309.45,1703505122.0
1393,1,1,1,6,1,24.738672624475313,OK,517.26,623.48,297.16,1563548654.0
1394,0,2,2,1,2,61.60523593550996,OK,629.85,637.43,334.12,1483760880.0
1395,3,1,2,3,2,24.170051234223312,OK,536.67,649.74,288.63,1918348248.0
1396,1,1,1,4,1,52.656770315400735,OK,517.25,617.26,312.82,1645981454.0
1397,0,1,2,26,2,57.33342052884037,OK,526.25,639.77,288.54,2031455386.0
1398,3,1,1,26,1,67.2344627910271,OK,545.25,610.31,324.18,1739715428.0
1399,1,1,1,13,1,53.0467010587022,OK,545.26,631.55,301.88,1645982510.0
1400,1,1,2,1,2,83.3555618778909,OK,526.52,609.91,297.61,2452743872.0
1401,2,1,2,7,2,51.28016899728814,OK,544.27,664.77,273.52,2005025888.0
1402,2,1,1,10,1,24.684957128739914,OK,521.33,622.91,296.47,1563587680.0
1403,0,2,2,4,2,53.75450361706662,OK,650.97,641.47,334.28,1429332490.0
1404,0,2,2,18,2,85.40833355747034,OK,673.29,663.85,362.17,1870606960.0
1405,0,2,2,17,2,91.91388820072294,OK,651.96,672.43,364.12,1880593736.0
1406,2,2,2,9,2,56.841406919106674,OK,653.0,616.43,303.91,1445307436.0
1407,1,1,1,3,1,60.11207624379197,OK,534.36,680.15,301.94,1646908434.0
1408,3,1,2,20,2,21.910361484625195,OK,528.19,669.34,311.55,1917806678.0
1409,2,2,2,10,2,43.703993543185206,OK,649.88,653.16,295.84,1406859558.0
1410,1,2,1,11,1,56.8309744700116,OK,626.65,637.16,369.22,1224179782.0
1411,3,2,2,20,2,56.25066045488158,OK,628.24,653.3,303.91,1442062842.0
1412,3,2,2,8,2,39.29326917543582,OK,647.78,651.67,302.59,1394903200.0
1413,2,2,2,6,2,67.95304192958943,OK,630.16,622.31,312.35,1497230756.0
1414,2,2,2,5,2,64.4196171155594,OK,620.2,617.9,319.32,1498241894.0
1415,1,1,2,22,2,16.05241347817514,OK,545.17,670.6,292.44,1917309850.0
1416,3,2,2,22,2,22.768838767913707,OK,630.99,639.62,292.39,1383801506.0
1417,1,2,2,6,2,77.6820360893326,OK,647.9,662.84,339.85,1576323690.0
1418,2,2,2,3,2,39.48019865577922,OK,620.44,666.9,297.15,1394815026.0
1419,2,2,2,5,2,33.72040292934706,OK,646.97,618.87,328.63,1394864080.0
1420,3,1,2,9,2,55.94087152241832,OK,538.26,647.04,287.18,2027235084.0
1421,0,2,2,4,2,72.60755706814426,OK,637.87,635.01,308.19,1542460190.0
1422,0,2,2,1,2,84.4541921159094,OK,670.34,703.21,363.83,1870609936.0
1423,3,2,2,12,2,28.767450540265305,OK,636.74,687.57,297.75,1393703762.0
1424,0,2,1,0,1,100.0,OK,657.45,620.43,368.26,1237548884.0
1425,0,1,1,21,1,63.46319524857724,OK,533.35,635.88,306.82,1722119550.0
1426,2,1,1,13,1,57.06227063666711,OK,552.08,608.22,308.27,1646097050.0
1427,1,1,1,0,1,24.779343270069386,OK,557.09,648.81,308.72,1563543952.0
1428,0,2,2,13,2,93.9587502616934,OK,633.62,651.08,358.44,1870557034.0
1429,0,2,2,22,2,19.595848735563802,OK,652.44,651.61,292.8,1383804166.0
1430,2,1,2,8,2,11.340094019884116,TIMING,543.63,662.74,inf,inf
1431,0,1,2,23,2,20.600564969595002,OK,543.56,645.73,278.4,1917866538.0
1432,1,2,2,9,2,17.625510646131758,OK,639.86,616.05,300.31,1383764034.0
1433,0,2,2,4,2,50.11937234143532,OK,624.58,632.15,292.31,1428417148.0
1434,1,2,2,8,2,25.83275197210395,OK,637.47,611.66,297.27,1393730418.0
1435,3,1,2,22,2,88.64415093758235,OK,553.36,637.76,309.22,2543516628.0
1436,3,2,2,17,2,20.304869176366147,OK,618.2,574.11,308.93,1383689526.0
1437,1,1,1,5,1,55.029981353957915,OK,525.96,640.61,309.81,1644719568.0
1438,0,2,2,4,2,27.86723509925848,OK,633.47,614.17,291.19,1393812878.0
1439,0,1,1,27,1,25.54666305258047,OK,538.63,664.2,315.68,1563499788.0
1440,1,2,2,3,2,38.73403583197759,OK,617.46,632.39,300.28,1394883436.0
1441,2,1,1,16,1,56.87819098124023,OK,542.02,668.36,307.62,1646100970.0
1442,2,2,1,16,1,57.0404583771685,OK,656.13,658.86,373.26,1224186670.0
1443,3,2,2,6,2,39.87827202424239,OK,619.65,628.86,305.31,1394963312.0
1444,1,2,2,14,2,77.87191769026674,OK,643.97,639.8,327.94,1576402734.0
1445,1,2,2,13,2,80.22586802234086,OK,634.09,642.53,365.69,1672157288.0
1446,3,2,2,11,2,83.02357139275408,OK,660.24,656.86,347.41,1779855058.0
1447,2,2,2,6,2,39.988249272447554,OK,634.1,708.76,312.72,1394864380.0
1448,2,2,2,7,2,19.715674368818302,OK,654.12,606.72,305.63,1383727528.0
1449,2,1,1,0,1,54.811202774956946,OK,558.17,632.85,306.66,1644721944.0
1450,1,2,2,2,2,72.96780730418624,OK,638.23,634.12,322.94,1557415794.0
1451,2,2,2,23,2,24.951435514928043,OK,635.85,635.65,287.28,1393723740.0
1452,1,1,1,17,1,50.473234486070965,OK,557.92,634.45,302.68,1645632714.0
1453,1,1,2,4,2,33.942005053825184,OK,526.99,628.8,311.26,1939391812.0
1454,0,1,2,3,2,24.3206050464583,OK,548.32,627.31,278.47,1918315922.0
1455,1,2,2,9,2,95.27732060740222,OK,667.05,633.96,366.9,1870682314.0
1456,2,2,2,1,2,49.389489980878,OK,640.32,639.05,282.84,1428437738.0
1457,2,1,1,26,1,25.533095235283877,OK,535.64,669.74,301.11,1563530318.0
1458,2,2,2,7,2,75.67248496788666,OK,633.81,649.86,338.45,1570844866.0
1459,1,2,2,0,2,17.81602356008387,OK,622.68,613.58,291.66,1383751610.0
1460,3,2,2,8,2,24.469007353500583,OK,628.49,611.14,295.26,1383721120.0
1461,1,2,2,16,2,43.08411087136786,OK,633.58,637.43,323.54,1405853634.0
1462,3,1,2,15,2,29.886854090709246,OK,520.87,636.88,280.31,1938323148.0
1463,3,1,2,27,2,27.558887393855645,OK,535.13,626.72,304.61,1938328070.0
1464,0,2,2,14,2,37.1844355214342,OK,615.67,645.28,311.85,1394837244.0
1465,2,1,1,20,1,29.89535088634486,OK,521.69,673.95,299.02,1578381164.0
1466,3,1,2,14,2,17.370885276019756,OK,530.2,635.77,293.1,1917388034.0
1467,3,2,2,20,2,61.67714491344489,OK,633.6,647.35,326.86,1483766400.0
1468,1,2,2,17,2,79.26442572583156,OK,633.03,617.56,334.31,1578620816.0
1469,1,2,2,5,2,15.75777547297259,OK,614.83,647.2,296.93,1383689338.0
1470,3,1,2,7,2,44.64776597289497,OK,522.52,610.4,279.18,1962954116.0
1471,2,2,2,21,2,61.241099674619036,OK,635.31,619.96,309.54,1483247580.0
1472,3,1,2,22,2,22.692168024491632,OK,536.27,659.74,293.56,1917904292.0
1473,3,2,2,9,2,92.47474171448036,OK,643.24,642.31,367.46,1880593122.0
1474,1,2,2,14,2,28.818577569418114,OK,619.37,614.37,314.87,1393784732.0
1475,2,1,2,20,2,31.205112492386387,OK,543.4,668.94,292.82,1938341602.0
1476,0,2,2,18,2,17.719664176462015,OK,624.36,630.1,303.46,1383736352.0
1477,3,2,2,3,2,59.82715465936855,OK,628.75,614.72,321.15,1473288008.0
1478,0,2,2,4,2,80.20941972948067,OK,655.48,660.87,363.44,1672174322.0
1479,1,2,2,9,2,35.88366041187214,OK,645.71,657.14,288.1,1394900390.0
1480,0,2,2,26,2,58.768082613052066,OK,613.87,624.3,315.87,1458494894.0
1481,2,2,1,26,1,66.37938520693697,TIMING,628.04,637.1,inf,inf
1482,1,1,1,13,1,52.62737873293718,OK,546.98,617.89,322.53,1646040454.0
1483,0,1,2,16,2,62.35547703684647,OK,545.61,640.99,297.67,2101949872.0
1484,0,2,2,25,2,75.83641270664582,OK,625.49,652.39,343.8,1570781394.0
1485,0,2,2,13,2,52.86746827819393,OK,629.88,633.94,318.14,1429407668.0
1486,1,2,2,2,2,44.322550617904454,OK,609.42,646.17,292.59,1406920916.0
1487,1,1,2,10,2,15.21583230651363,OK,528.8,664.53,294.4,1917271410.0
1488,2,1,2,2,2,6.716273642615677,OK,515.53,659.96,281.62,1897275814.0
1489,2,2,2,14,2,42.757699623620816,OK,628.91,688.76,308.32,1405950266.0
1490,0,1,1,4,1,25.218848200068976,OK,528.93,645.2,302.43,1563558540.0
1491,2,2,2,15,2,18.178654674585427,OK,625.24,629.52,293.52,1383770202.0
1492,1,1,2,6,2,79.85028758847943,OK,543.04,631.9,303.18,2343244392.0
1493,1,2,1,17,1,63.69703111765471,OK,629.93,658.46,364.96,1263642972.0
1494,2,1,1,10,1,24.278637717002294,OK,549.58,666.8,319.31,1563691318.0
1495,0,1,1,6,1,92.6409932583933,TIMING,549.58,640.76,inf,inf
1496,1,2,1,12,1,55.11372076799519,OK,645.23,622.91,347.67,1223501692.0
1497,3,1,1,25,1,47.2649132570219,OK,525.01,606.74,305.16,1643842122.0
1498,2,1,1,14,1,28.05474110675753,OK,550.94,664.27,292.82,1577657370.0
1499,1,1,1,4,1,55.77896294400795,OK,551.54,647.34,299.84,1644723420.0
1500,2,1,2,25,2,40.947533458997434,OK,522.23,639.22,278.91,1960889054.0
1501,2,1,1,2,1,55.78400247324249,OK,549.36,670.69,302.83,1644732582.0
1502,3,1,1,27,1,100.0,OK,533.84,654.2,327.21,1674917574.0
1503,0,2,2,0,2,61.537421705346915,OK,639.5,664.09,324.62,1483745150.0
1504,1,1,2,26,2,21.407231290393575,OK,556.87,671.06,289.46,1917853698.0
1505,1,2,2,6,2,37.58502758431413,OK,628.58,652.43,313.04,1394912710.0
1506,1,1,1,27,1,100.0,OK,525.04,650.67,322.16,1675002094.0
1507,2,1,2,1,2,20.133655933367102,OK,520.47,594.35,268.19,1917776730.0
1508,3,1,2,1,2,6.73616038158456,OK,526.32,658.87,285.63,1897318624.0
1509,1,2,1,4,1,63.84343996613907,OK,647.93,681.64,367.03,1263553516.0
1510,2,2,2,0,2,28.925157941579705,OK,623.28,617.74,317.95,1393721334.0
1511,3,1,1,13,1,60.69400120737299,OK,535.48,669.63,308.49,1646883102.0
1512,0,2,2,1,2,33.667457654225785,OK,648.72,680.73,324.02,1394838186.0
1513,0,1,2,22,2,48.45177126362022,OK,554.91,662.98,271.21,1984056356.0
1514,2,2,2,10,2,32.421425877967266,OK,623.63,613.61,297.42,1393782416.0
1515,0,2,2,25,2,52.61464717046964,OK,645.25,651.96,318.19,1429367426.0
1516,2,2,2,9,2,52.55499938769196,OK,618.27,614.15,317.92,1429317446.0
1517,3,2,2,20,2,48.97236028738401,OK,625.39,637.73,287.86,1428454986.0
1518,1,2,2,11,2,55.82364121742085,OK,632.52,638.21,312.82,1441149990.0
1519,0,1,1,0,1,26.866497698718206,OK,550.31,623.54,307.74,1563777740.0
1520,1,1,2,19,2,18.79338928106672,OK,550.31,668.05,281.65,1917806146.0
1521,0,1,1,22,1,44.810188483794825,OK,540.06,606.56,327.11,1643230862.0
1522,1,2,2,2,2,64.58448946510008,OK,625.63,620.35,315.44,1498117008.0
1523,2,2,2,23,2,60.90113296687291,OK,649.43,653.34,308.42,1473264008.0
1524,1,2,1,0,1,100.0,OK,648.63,656.48,370.14,1237444586.0
1525,1,1,2,0,2,44.83753928695488,OK,520.94,608.56,269.12,1962872016.0
1526,1,1,2,6,2,50.60094945699668,OK,544.54,667.64,277.27,2004968284.0
1527,2,2,2,3,2,53.553896039555895,OK,624.11,642.14,333.53,1429343858.0
1528,1,1,2,2,2,13.847004512375394,OK,543.25,641.04,276.81,1917285290.0
1529,1,1,1,4,1,29.11453158346321,OK,523.19,660.66,309.53,1578316272.0
1530,1,2,2,2,2,71.31897680812301,OK,649.41,655.62,323.8,1510749630.0
1531,3,1,1,22,1,21.859180385289033,OK,524.11,611.92,309.62,1549629942.0
1532,3,2,2,2,2,29.721269557627217,OK,649.41,625.41,299.56,1393681964.0
1533,0,1,1,11,1,22.840346842210813,OK,536.11,629.96,328.4,1549588964.0
1534,3,2,1,15,1,22.477735701426827,OK,623.41,613.25,332.42,1173014782.0
1535,2,2,2,25,2,50.009394706323064,OK,624.05,606.47,281.74,1428374554.0
1536,0,2,2,7,2,85.12880949536819,OK,636.47,667.7,368.89,1870679210.0
1537,1,1,2,20,2,33.54777475241505,OK,542.52,612.1,284.76,1939396382.0
1538,2,1,2,5,1,6.398121074572039,TIMING,542.52,662.08,inf,inf
1539,2,2,2,8,2,89.6366815878204,OK,649.66,664.04,349.08,1870574534.0
1540,0,1,1,22,1,73.75848853052267,TIMING,539.75,643.59,inf,inf
1541,0,2,2,2,2,36.07848658214503,OK,620.0,634.98,292.43,1394902412.0
1542,2,1,1,4,1,23.768281378338795,OK,544.06,678.41,345.56,1549531944.0
1543,1,2,2,3,2,28.612258817642655,OK,626.42,646.49,308.6,1393765952.0
1544,2,2,2,11,2,87.78882270085539,OK,637.28,627.49,357.79,1870628708.0
1545,3,2,2,19,2,31.642191901665495,OK,621.58,663.59,319.31,1393718824.0
1546,2,1,2,26,2,43.12579506018957,OK,540.29,637.82,293.02,1961459906.0
1547,2,1,2,11,2,86.92559390539043,OK,536.85,636.29,312.78,2543552142.0
1548,3,1,1,18,1,26.58133946998804,OK,526.97,629.22,290.38,1563670968.0
1549,1,1,2,3,1,24.506489901458572,TIMING,531.62,653.81,inf,inf
1550,1,1,2,6,2,15.433481979864972,OK,520.51,664.6,282.9,1917308586.0
1551,2,1,2,7,2,76.42071907426487,OK,527.36,607.47,299.25,2244358674.0
1552,1,2,1,12,1,55.32973042427999,OK,642.23,638.54,350.16,1223585484.0
1553,0,2,2,8,2,25.241637200105473,OK,613.51,613.74,292.18,1393664792.0
1554,1,1,2,24,2,25.978297477304764,OK,545.09,633.9,266.43,1938311948.0
1555,1,2,2,9,2,47.123352695175555,OK,617.3,610.38,290.36,1418342994.0
1556,2,2,1,19,1,22.068612470815342,OK,639.16,637.63,348.44,1173074748.0
1557,3,1,2,26,2,69.72652198447969,OK,543.7,667.33,282.79,2106309948.0
1558,1,1,2,17,2,17.577694336587722,OK,543.7,642.01,271.95,1917298522.0
1559,1,2,2,9,2,16.17949333095572,OK,608.17,619.64,301.23,1383680282.0
1560,2,2,2,18,2,20.724074207457953,OK,626.14,631.33,299.76,1383718342.0
1561,3,2,2,11,2,33.90732562172538,OK,626.86,662.2,296.5,1394903498.0
1562,2,1,2,6,2,16.933240909242897,OK,542.11,618.07,289.92,1917312840.0
1563,0,2,2,10,2,77.98311159156385,OK,637.97,653.65,338.09,1576526328.0
1564,2,2,2,27,2,97.04586392390887,OK,630.39,634.23,366.84,1870491800.0
1565,1,1,2,25,2,8.448708617091638,OK,515.29,636.24,271.85,1897289820.0
1566,3,1,2,16,2,45.34526422513081,OK,548.25,628.64,275.77,1963368606.0
1567,0,1,1,12,1,70.36576457206009,OK,548.25,643.36,318.17,1742842308.0
1568,1,1,2,22,2,42.88303847459437,OK,515.61,634.66,294.84,1961512820.0
1569,3,2,2,23,2,21.063549403735404,OK,665.61,692.59,296.64,1383670346.0
1570,1,2,2,3,2,58.53603480543437,OK,665.06,656.15,313.47,1448524254.0
1571,1,2,2,25,2,20.136755496141323,OK,665.61,644.7,294.85,1383785082.0
1572,0,1,2,26,2,23.756686399370086,OK,531.05,633.91,293.46,1918336634.0
1573,2,2,2,6,2,62.977911023586394,OK,627.23,651.83,323.24,1494761640.0
1574,3,2,2,7,2,92.77989977734728,OK,644.74,673.77,362.26,1880537302.0
1575,1,1,1,12,1,21.363389108103643,OK,531.36,651.35,328.63,1549621572.0
1576,1,1,1,4,1,52.62593791759363,OK,524.06,585.29,316.53,1645974856.0
1577,2,2,2,27,2,37.9288360003894,OK,619.45,668.54,296.81,1394918798.0
1578,3,1,2,16,2,82.65883892386692,OK,555.62,636.83,297.52,2452745370.0
1579,0,2,2,15,2,19.08188316656467,OK,613.93,612.43,307.71,1383808694.0
1580,1,2,2,0,2,56.930780612206036,OK,642.46,640.47,308.83,1445213632.0
1581,2,2,1,24,1,60.072218714697776,OK,645.34,605.89,350.35,1224861050.0
1582,1,2,1,14,1,61.1200289052086,OK,657.18,661.86,368.31,1253735266.0
1583,3,2,1,6,1,57.26155588466339,OK,628.45,618.06,327.11,1224098720.0
1584,2,1,1,19,1,60.38081152097059,OK,525.22,665.5,301.71,1646910330.0
1585,2,1,2,2,2,16.195451101434045,OK,527.41,635.56,284.1,1917416682.0
1586,0,2,3,22,2,73.6892675873415,TIMING,630.51,629.92,inf,inf
1587,2,2,2,4,2,50.24587181598423,OK,633.62,629.36,287.94,1428499288.0
1588,0,1,2,27,2,20.22221027669969,OK,531.1,662.45,276.73,1917799182.0
1589,2,2,2,10,2,58.34772052961825,OK,636.86,629.44,309.45,1445310034.0
1590,1,2,2,12,2,67.60837625078136,OK,616.81,648.78,333.22,1496993672.0
1591,1,1,2,12,2,41.95720132726044,OK,525.48,643.72,281.71,1961462466.0
1592,3,2,1,17,1,23.20171515978857,OK,637.51,614.47,334.45,1173175584.0
1593,3,2,2,26,2,73.1636280418793,OK,648.09,623.92,315.77,1557479590.0
1594,3,2,2,8,2,47.80172822966741,OK,622.86,639.79,287.23,1418194720.0
1595,3,2,1,7,1,25.11957169967422,TIMING,623.3,608.24,inf,inf
1596,3,2,2,12,2,36.24607499495116,OK,643.97,660.72,292.6,1394867592.0
1597,3,1,2,2,2,34.65842117379301,OK,524.93,652.64,268.03,1939451340.0
1598,2,1,1,18,1,29.514597546398402,OK,541.54,658.6,303.58,1578409508.0
1599,1,1,2,23,2,54.97602666255166,OK,523.5,641.41,289.4,2027206116.0
1600,1,2,2,20,2,72.52488195682487,OK,637.54,647.61,311.74,1500821024.0
1601,2,2,1,15,1,54.861812110495,OK,632.77,633.42,347.63,1223464566.0
1602,1,1,2,1,2,46.67300475571915,OK,537.55,663.78,287.17,1963389596.0
1603,0,1,1,10,1,48.3585185625773,OK,546.38,562.54,309.94,1643898726.0
1604,2,1,2,24,2,27.203885592486177,OK,526.99,636.45,294.3,1938211790.0
1605,1,1,1,14,1,20.871287592692966,TIMING,518.29,638.42,inf,inf
1606,1,1,2,21,2,44.67894937753456,OK,517.98,606.95,277.16,1962854972.0
1607,1,1,1,10,1,27.344040854531325,OK,548.46,659.83,303.29,1563659106.0
1608,1,1,2,6,2,25.607219459567375,OK,548.46,642.52,271.92,1938403020.0
1609,2,2,2,17,2,45.29800496865124,OK,616.71,618.22,293.49,1407793874.0
1610,3,2,2,20,2,87.46354630502404,OK,662.25,662.55,353.02,1870631772.0
1611,0,1,2,6,2,92.48507762110344,OK,539.32,657.35,309.82,2564787500.0
1612,3,2,2,23,2,38.43307401738439,OK,639.88,657.93,316.16,1394898010.0
1613,3,1,2,23,2,12.219162473116992,OK,533.75,628.19,278.42,1897206208.0
1614,2,2,2,7,2,36.481217202932825,OK,629.42,638.81,306.81,1394867526.0
1615,2,1,2,5,3,0.0,PE?,inf,inf,inf,inf
1616,3,1,1,12,1,55.38909069316416,OK,535.47,665.2,322.63,1644679340.0
1617,0,1,2,9,2,47.628389854209196,OK,532.19,641.86,272.43,1983925962.0
1618,0,2,2,27,2,84.54322259143358,OK,656.64,655.78,368.89,1870540412.0
1619,0,2,2,13,2,52.119537414435925,OK,612.58,617.45,282.1,1428508740.0
1620,3,2,2,7,2,19.58642767962539,OK,632.21,604.35,296.04,1383705248.0
1621,3,2,2,23,2,34.64785926236179,OK,629.86,672.22,324.52,1394850438.0
1622,2,2,2,3,2,97.49685620820514,OK,651.1,637.65,360.38,1870647178.0
1623,1,2,2,8,2,63.483079902741245,OK,632.15,628.73,341.74,1495166612.0
1624,3,1,2,15,2,15.417095149177973,OK,542.71,635.58,277.52,1917115824.0
1625,0,1,1,26,1,2.2405413970944696,TIMING,541.34,668.45,inf,inf
1626,1,2,2,11,2,91.4269168766919,OK,681.64,664.84,368.08,1880643518.0
1627,0,1,2,24,2,33.739062771356856,OK,538.63,641.23,296.77,1939303500.0
1628,0,2,2,27,2,42.867580084592106,OK,634.81,643.32,318.23,1405924840.0
1629,1,2,2,12,2,51.26988676574192,OK,629.8,607.95,287.4,1428474858.0
1630,2,2,2,10,2,39.193061653018056,OK,633.1,657.5,302.85,1394891318.0
1631,2,1,1,1,1,67.7173957701662,TIMING,573.16,626.9,inf,inf
1632,0,1,2,15,2,40.65738096490009,OK,573.15,646.83,277.3,1960930576.0
1633,1,7,1,8,1,99.93783587821427,IE6,2480.84,747.76,inf,inf
1634,3,2,2,17,2,34.470902389791256,OK,631.65,645.81,304.54,1394856550.0
